,Business,Business ID,City,State,Category,Latitude,Longitude,Price,Reviews
869,Sukhumvit 51,KHdYPT0jUnUGdHGaY73mxg,New York,NY,Thai,40.7559139831703,-73.9693867939228,$$,705
870,Doughnut Plant,IfmcuGIr9kthp9dNjrtlmw,Brooklyn,NY,Donuts,40.680653,-73.9747427,$$,574
871,Daily Provisions,t4M1VX4n34eEgUWMJ7cgKw,New York,NY,Cafes,40.73768,-73.9876685,$$,351
872,VIV,z1OgXX3L9Ipl2mu-Hf4ADw,New York,NY,Thai,40.76277,-73.98969,$$,765
873,Steve's Authentic Key Lime Pies,CoJmKwsXt3esEKVB6-3EkQ,Brooklyn,NY,Bakeries,40.6777599765016,-74.0180665132931,$$,403
874,Bird & Branch,IkyRp47Jpbk_AQ35qlr-eg,New York,NY,Coffee & Tea,40.7603099,-73.99087,$$,212
875,Baar Baar,jYhbUh1TV7SCfPxjIhVpcg,New York,NY,Gastropubs,40.7244378855031,-73.9915524,$$$,576
876,Banter,Zc7Jbuwe3XO-EaVXIh_TYQ,New York,NY,Breakfast & Brunch,40.72787,-74.0010999,$$,378
877,Sigiri,NzU2hb0z0jGEOOv0-zTLEQ,New York,NY,Sri Lankan,40.726261,-73.986686,$$,590
878,Golden Unicorn,6zM0c7vvoddgza_qvKkATw,New York,NY,Dim Sum,40.7136770496642,-73.997163364418,$$,1722
879,Café Henri,gISZs8okQgFIpd-yz9aC4w,Long Island City,NY,French,40.742559,-73.953697,$$,670
880,The Penrose,mWS4umRg2AyykyAClMrIRw,New York,NY,Gastropubs,40.7755334102308,-73.9532487460327,$$,1121
881,Catch NYC,7VqMGK9uwi0vKqOjdKyIUA,New York,NY,Asian Fusion,40.740234,-74.006342,$$$,2192
882,Ivan Ramen,wqYHhMnpdfUVGL5JI3Wi_A,New York,NY,Ramen,40.72058,-73.98454,$$,1214
883,Decoy,l44CFBTejwL0ElKmkH7xQQ,New York,NY,Chinese,40.734196,-74.006519,$$$,408
884,The Bao,SNhDVaf_n7VDZcfry8mYdA,New York,NY,Chinese,40.72939,-73.9889199,$$,1043
885,Mesa Coyoacan,mmAlHhnTDXIohPC3wfl0hQ,Brooklyn,NY,Mexican,40.715528,-73.944273,$$,738
886,dell'anima,pxtno4adrYTjyQsxngTj9A,New York,NY,Italian,40.76234,-73.99695,$$$,626
887,Orchard Grocer,YnDs59_dEQ61TdCD4fdyEw,New York,NY,Delis,40.717731,-73.990165,$$,177
888,Il Mulino New York - Downtown,DtnlLLvcqeEUIyZTypHnzw,New York,NY,Italian,40.729807,-73.999159,$$$$,535
889,Peppino's Brick Oven Pizza & Restaurant,wTNUUoYUl3gox-gUAZ9bAA,Brooklyn,NY,Pizza,40.668221,-73.986936,$$,401
890,Arturo's,BgGz5IdV53bGb4o7opR5zg,New York,NY,Pizza,40.7273563342024,-74.0004944801331,$$,657
891,Ornella Trattoria Italiana,ZfyfGGtr7usMlsQP1LdU2g,Astoria,NY,Italian,40.7748162,-73.9132582,$$,859
892,Rockwood Music Hall,RtN5ETLqYiMqhr71fu6cpg,New York,NY,Music Venues,40.722332,-73.988571,$$,410
893,Qi,JzD9nfJWHwnG-2Wk87muHg,New York,NY,Thai,40.762,-73.98961,$$,1203
894,Pocha 32,KaBw8UEm8uZTV6YLsshYrQ,New York,NY,Bars,40.747524574399,-73.9862626791,$$,1439
895,Atoboy,RYoc4EBUNOtgbg7c32OG9A,New York,NY,Korean,40.74364,-73.98456,$$$,320
896,Loring Place,AKHA6ZU8uM3vmLwH2hqH_A,New York,NY,American (New),40.73299,-73.99754,$$$,370
897,Win Son,3gqKLANaXNsHZnPDjKrcTg,Brooklyn,NY,Taiwanese,40.70747,-73.94339,$$,413
898,Brooklyn Kolache,4VEgZ7aVUt6oKw8KmXj-jQ,Brooklyn,NY,Coffee & Tea,40.6907913077698,-73.9556479454041,$,294
899,Yonah Schimmel's Knish Bakery,amoGEhgkE4xcNXwYqWeoaw,New York,NY,Kosher,40.7231,-73.99015,$,607
900,Da Claudio,f8ipr8Wdy1_wHhw7JgNqPQ,New York,NY,Italian,40.71087,-74.00753,$$,423
901,Grom,U8juBUAqYYSIMEeGEpHjYg,New York,NY,Ice Cream & Frozen Yogurt,40.7672067087368,-73.9812852312828,$$,587
902,Dian Kitchen,2UxAkvKkkWNwqZi9H0OzWw,New York,NY,Chinese,40.72772,-73.98321,$$,179
903,Tommy Bahama Restaurant | Bar | Store - New York,YHGGyH4hn_5UyV1rWgA5hg,New York,NY,American (New),40.7553882217953,-73.9792002147005,$$$,573
904,Rafele Ristorante,PajKY49h4SpvSr-TW3lwCQ,New York,NY,Italian,40.7309471231405,-74.0041171779098,$$$,457
905,Topaz Noodle Bar,43r4ynjeIZeQI1w7SWARuQ,New York,NY,Thai,40.7644424438477,-73.9789733886719,$$,606
906,David's Brisket House and Deli,Kg1OqaEPNFFL5FuqnALdWQ,Brooklyn,NY,Delis,40.679434,-73.949515,$$,406
907,Brooklyn Bowl,wQFq2ZbUG40H1KfXTjgkBw,Brooklyn,NY,Bowling,40.7218937792125,-73.9575488529698,$$,1201
908,Taste Good Malaysian Cuisine,Zx44jCgDv1TwKMGzcXajIQ,Elmhurst,NY,Malaysian,40.7417090264307,-73.8821911811829,$$,664
909,Patrizia's Pizza and Pasta,kIm0oeOaVfC9-2flLPVklA,New York,NY,Italian,40.7398415,-73.9792862,$$,544
910,Teado Tea Shop,AYjVpQ5jYz5gJJqXh_B_CA,New York,NY,Coffee & Tea,40.7172143,-73.9949616,$,335
911,Aureole,UBCNhz-TSvBP3zo5PjFWrQ,New York,NY,American (New),40.7555870079476,-73.9852531626821,$$$$,875
912,Jacques Torres Chocolate,sTruePBzPT4yg086E13BNA,New York,NY,Chocolatiers & Shops,40.72767,-74.00708,$$,431
913,Taste of Persia,YMtQ5NZY3WUn3tetby6Uog,New York,NY,Persian/Iranian,40.73891,-73.99298,$$,310
914,Boulton & Watt,Cz6It2NB_QBXCjnlsWGZSA,New York,NY,American (New),40.7224963,-73.986439,$$,669
915,Rosie's,9aJ1MVTthZw3QjqoG7mPjg,New York,NY,Mexican,40.72492,-73.99079,$$,667
916,Mom's Kitchen & Bar,xMUZfoyzyJoTfZxrEZus4Q,New York,NY,Comfort Food,40.76247,-73.9901,$$,601
917,Congee Village,rYw5rQbWRX9buZHZbxqWdA,New York,NY,Cantonese,40.7187,-73.99031,$$,1535
918,Dar 525,oqVG2LsTwvRzgJxId5pqiw,Brooklyn,NY,Mediterranean,40.711266,-73.950317,$$,446
919,Posto,X8Hl9OezX-Yr9Jir3fsF7g,New York,NY,Pizza,40.73483,-73.98282,$$,588
920,Piccoli Trattoria,XvEz60Y0NbLxooK9AmRU8g,Brooklyn,NY,Italian,40.6650986895797,-73.9864727962952,$$,454
921,The Plaza Food Hall,6VLeSnx90q9Xgd6aHUO_JQ,New York,NY,Food Court,40.764223,-73.974561,$$,629
922,Ample Hills Creamery,Oa5jGPt5eIwz-qBeFxwsMA,New York,NY,Desserts,40.7623971864482,-73.997002321425,$$,340
923,Bowery Ballroom,No5Z9wDq4E2TcYbgtr1AiA,New York,NY,Music Venues,40.72036,-73.99338,$$,376
924,Black Tap - Midtown,yZs_A8r0qDz7Z5bR0C-aiQ,New York,NY,Burgers,40.76347,-73.97978,$$,1059
925,Lillie's Victorian Establishment,2RbBg1CIxBZAc2MQPdxkcA,New York,NY,Bars,40.737661,-73.991113,$$,1039
926,Wolfnights,jpw7iGUzsj_AECKt351X8w,New York,NY,American (New),40.7198896,-73.9885666,$$,515
927,HinoMaru Ramen,D65eObUbArHu6UiQsUasgw,Astoria,NY,Ramen,40.774889916651,-73.9092001318932,$$,823
928,Buenos Aires,ZgIfySJ3cnB1svoyJAiCzg,New York,NY,Argentine,40.7253150939941,-73.983039855957,$$$,519
929,Las Ramblas,WFOaud0jlpXQ9aEecipUqg,New York,NY,Tapas/Small Plates,40.731958,-74.0015486,$$,703
930,Ground Central,ntkrxOSYT5VtTL4Z5jmmeA,New York,NY,Coffee & Tea,40.757575,-73.970321,$,620
931,The Crabby Shack,uAy3zyNCmDPO0RpdGjEAdg,Brooklyn,NY,Seafood,40.6773501401729,-73.9554671528066,$$,633
932,Avant Garden,jvPYm9rYK-5ddnjU30Oz4Q,New York,NY,American (New),40.7261499,-73.98402,$$$,300
933,Round K,kuKSvCZDFrgOrY-dcrOefg,New York,NY,Coffee & Tea,40.718906,-73.990966,$$,354
934,Sofia Wine Bar,3qIISjUYn1tbqHXi7nCLXg,New York,NY,Italian,40.75502,-73.96913,$$,631
935,Almond,6ujYWjs1FTksvuVxuzjUYA,New York,NY,American (New),40.7400817871094,-73.9887542724609,$$,1008
936,Izakaya NoMad,8NVN6Nldm7AGoGaABBZMRw,New York,NY,Gastropubs,40.74409,-73.98945,$$,652
937,The Battery,-qMrl4pSdhyvaUEw_sgbng,New York,NY,Parks,40.704492,-74.014303,0,338
938,Attaboy,H7S7-vF2z_HfaLo6BGPetw,New York,NY,Cocktail Bars,40.7188874,-73.9913351,$$,513
939,Luke's Lobster Upper West Side,ahWC_GUPWPMyYiSKsgBPiA,New York,NY,Seafood,40.78424,-73.977868,$$,674
940,Hot N Juicy Crawfish,NGcz0alNBJVnirAL-r8K9g,New York,NY,Cajun/Creole,40.7395099255823,-74.0016006497376,$$,450
941,Jadis,iQB37FNqD_G5_QMrp9ovnw,New York,NY,French,40.7210234741789,-73.9910054106201,$$,487
942,Keybar,iIixO6VbKitogJGBRIalYA,New York,NY,Lounges,40.7299112,-73.981883,$,585
943,Ruffian,fFkqEyupjc5x2iJQIPcpLw,New York,NY,Wine Bars,40.7264,-73.98411,$$,192
944,Saltwater Coffee,SZXOfQbLyF3C5GwYBj6VvA,New York,NY,Coffee & Tea,40.7304578,-73.9839175,$$,191
945,Third Rail Coffee,rd0VGG_d_qNp_aBW_HJM4w,New York,NY,Coffee & Tea,40.72994,-73.99959,$,461
946,Double Zero,EBK0OkVMBg_n_KxAU_4DZg,New York,NY,Pizza,40.7261288,-73.9896645,$$,441
947,The Jolly Goat Coffee Bar,QH9vS9_Q5um3b8sZntZiyw,New York,NY,Coffee & Tea,40.7633010644103,-73.9941928334518,$,328
948,Patrizia's - Williamsburg,LRgB2kEKtBxqIxNksTO_PQ,Brooklyn,NY,Pizza,40.71084,-73.96735,$$,602
949,NORMA'S,tD1pDzU-x8gGodC4nGnY9g,New York,NY,Breakfast & Brunch,40.7641277134065,-73.9783795227192,$$$,1683
