,Business,Business ID,City,State,Category,Latitude,Longitude,Price,Reviews
0,Morimoto,t1w4qyqyfEdTPhoy-5t3FA,New York,NY,Japanese,40.74332,-74.00713,$$$$,2989
1,Up Thai,-OixbLnFLCzQclxCSbUQ8w,New York,NY,Thai,40.7698275926665,-73.9576330868512,$$,2119
2,Per Se,1DfbZ0VsSCg9g1KILmnvzQ,New York,NY,French,40.7681528889558,-73.9827629623657,$$$$,1600
3,Cafe Habana,NOh24SMS6k4pzNv8Ds7KDg,New York,NY,Cuban,40.722998,-73.994171,$$,3121
4,Junior's Restaurant & Bakery - 45th St.,U5hCNNyJmb7f3dmC1HTzSQ,New York,NY,Bakeries,40.7582662685627,-73.98654,$$,4364
5,Daniel,DZaN3bNWfwcm__sNw5bvDg,New York,NY,French,40.7667736797858,-73.967607,$$$$,1548
6,Mamoun's Falafel,L-IuiVoFMDSw2K6OAciP1g,New York,NY,Middle Eastern,40.7302874,-74.0004383,$,2344
7,L'Artusi,rp8S7scxOkVVeG7dNneMGQ,New York,NY,Italian,40.733714,-74.005068,$$$,1750
8,Eileen's Special Cheesecake,6G_NSMacAfdf-WYOpcQ4uw,New York,NY,Bakeries,40.7215431969029,-73.9972332037048,$,1563
9,Rubirosa,WG639VkTjmK5dzydd1BBJA,New York,NY,Italian,40.72275,-73.99622,$$,2036
10,Beauty & Essex,pfmAcS-g6SiNG0KlLvrqnA,New York,NY,American (New),40.72037,-73.98677,$$$,3367
11,Bryant Park,MJJi_5tGkWYI1VReTjhCCA,New York,NY,Parks,40.7538842911333,-73.9836510457098,0,1114
12,Izakaya MEW,klAhw3xLQi9GF1tf_HnS7w,New York,NY,Tapas Bars,40.7501853096499,-73.9863203465939,$$,2165
13,The Boil,tiSw-6DIm3-mMORyEIOVyg,New York,NY,Cajun/Creole,40.71974,-73.99339,$$,1839
14,Top of the Rock,36krOhexcsA8Uetoq52A7g,New York,NY,Landmarks & Historical Buildings,40.7593342608422,-73.9794015884399,0,1595
15,Wafels & Dinges,xJSH3EM1iZtOh4WZti4qjg,New York,NY,Belgian,40.7392845153809,-73.9989318847656,$,1532
16,Doughnut Plant,XskangHFq3JD9klJFuGH8w,New York,NY,Donuts,40.7444886,-73.9969095,$$,2455
17,Thursday Kitchen,fVbUVAiLiGgLA_nxBFxyww,New York,NY,Korean,40.7275,-73.9838,$$,1242
18,Sugar Sweet Sunshine Bakery,qVSOes5JoWc5_umv4nd4Hg,New York,NY,Bakeries,40.719851,-73.987011,$,2032
19,Carmine's Italian Restaurant - Times Square,22nKUyCIbpnzR6R3_g1ptQ,New York,NY,Italian,40.7574955824307,-73.9866844540098,$$,3583
20,Wah Fung No 1 Fast Food,X8ZS-dgiMIJvhwf9SaDnjw,New York,NY,Chinese,40.71735,-73.99457,$,1322
21,Top Thai Greenwich,wGFSTTB6b4MHJJUzBnVJeg,New York,NY,Thai,40.72977,-73.99939,$$,1239
22,Artichoke Basille's Pizza,vfYhEpp0x-DrNjC6GSJjPQ,New York,NY,Pizza,40.7321124557704,-73.9839056828882,$,3881
23,Grace Street,MKYhiSeXjahxh9O4Gqnimw,New York,NY,Coffee & Tea,40.7478576793883,-73.9865590631962,$$,2293
24,Soft Swerve,7-jMpWGUxPB8EEtmoqNdqg,New York,NY,Ice Cream & Frozen Yogurt,40.718223312785,-73.9911489933729,$,1563
25,Ample Hills Creamery,j051L3Ehkt8bPrO3YnEc1Q,Brooklyn,NY,Ice Cream & Frozen Yogurt,40.6785573557085,-73.9684746674535,$$,1328
26,Taim West Village,j0n_poMVZnODYOFviLbh0Q,New York,NY,Vegetarian,40.736002376347,-74.0019588366439,$,1501
27,Ladurée Madison Ave,_DcfYjnGffQI3iP1Be0kdA,New York,NY,Macarons,40.7707702252517,-73.9663760711639,$$$,1857
28,Keens Steakhouse,pQuZDnefX038xurT1BhDXA,New York,NY,Steakhouses,40.75071,-73.98652,$$$$,2455
29,Balthazar Restaurant,KgpOYAG-r_eDsQXFXt0nnQ,New York,NY,French,40.722730394629,-73.998330776327,$$$,2993
30,Jane,uoT2_Wrt1noD6kZOID7tUg,New York,NY,Breakfast & Brunch,40.72732,-74.00026,$$,3098
31,Saigon Shack,7Qvh0oFRsoqrO9qNlcMKXQ,New York,NY,Sandwiches,40.72969,-74.000629,$,2312
32,Pure Thai Cookhouse,MhceeLrM2_3mcKw5EGLY6A,New York,NY,Thai,40.764291,-73.988159,$$,2455
33,Bengal Tiger Indian Food,x0k5kFArHLijdY8-NEQ7Xg,New York,NY,Indian,40.763167,-73.977131,$$,1720
34,The Meatball Shop,P4hm-IKNMbBbtfWSvPf25A,New York,NY,Italian,40.721651,-73.988746,$$,2727
35,Anytime,VvsZAnEwU4c8Xkyrzx05Nw,New York,NY,Korean,40.74779,-73.98674,$$,911
36,Ess-a-Bagel,c3eMI4_o4dPDDhPV_ibBYQ,New York,NY,Bakeries,40.756300559255,-73.9703701025162,$,3400
37,Jean-Georges,PBUIaPtgnhmdHE3KHglK-g,New York,NY,French,40.7691122743293,-73.9814290717583,$$$$,1856
38,Joe's Pizza,uc5qQMzs96rzjK27epDCug,New York,NY,Pizza,40.730655,-74.002189,$,2404
39,Gotham Bar and Grill,_gzXNKarTxagBp6_PkmQKw,New York,NY,American (New),40.734186,-73.993696,$$$$,1563
40,La Sirène-Soho,FiRB9Ek3Xo9JHwXgBYITYg,New York,NY,French,40.7243642217227,-74.005708694458,$$$,1583
41,Breakroom,MfbVI5reXLIIs8Cc2HwgQw,New York,NY,Burgers,40.7166907225542,-73.9999440120647,$$,1554
42,McSorleys Old Ale House,QArou0r7CmLNPWYRA9ecog,New York,NY,Dive Bars,40.72884,-73.98965,$,1730
43,Sushi Yasuda,7EaiwMVaNdQibSs0yYkE5Q,New York,NY,Japanese,40.75113,-73.97347,$$$,2074
44,Roberta's,FhXjAc6nKLf414KxYujUHw,Brooklyn,NY,Pizza,40.705043534338,-73.93357123374,$$,2728
45,Bea,Rc1lxc5lSKJYd162JHNMfQ,New York,NY,American (New),40.7591968,-73.9923361,$$,2378
46,Grimaldi's Pizzeria,2ggi1luerd3Mf_C82JvCYg,Brooklyn,NY,Pizza,40.702583,-73.9932413,$$,4557
47,Sundaes and Cones,TPBTUvbBVUfJeEWWy1o1QQ,New York,NY,Ice Cream & Frozen Yogurt,40.730934,-73.989318,$,1464
48,JoJu,JlFbaMbMzsu7FA307mUIqg,Elmhurst,NY,Vietnamese,40.7407051700423,-73.8793501821476,$,1563
49,Milk & Cream Cereal Bar,cGx9CYLxw6fqUQU-MFup8A,New York,NY,Ice Cream & Frozen Yogurt,40.71958,-73.99654,$$,905
50,Barn Joo 35,xZ96vaoL-cQjfotmUKtjJQ,New York,NY,Korean,40.74964,-73.98582,$$,1725
51,Scarpetta,raqwXUBlnc0e8c7CYmxEJQ,New York,NY,Italian,40.744509,-73.9856,$$$,1851
52,Sakagura,7iY35991NhQ1AShJZCNZgA,New York,NY,Japanese,40.7516467024541,-73.9729489318165,$$$,1756
53,NY Pizza Suprema,-9NO2IDCJMyNGZMAQ1-VQw,New York,NY,Pizza,40.7502059936523,-73.9953231811523,$,1896
54,Marea,H_KyiRhwho8rdlw_R93_0Q,New York,NY,Italian,40.7674213694566,-73.9810554368179,$$$$,1968
55,Dutch Freds,SaYTVG7wHCMDBofHCgXPaA,New York,NY,Cocktail Bars,40.76071,-73.98793,$$,1377
56,Woorijip,ogCC-lJJYnwXDvKGmKZ6Sw,New York,NY,Korean,40.74747,-73.98648,$,2577
57,Raines Law Room,J4pAppaiXwCkbLOGc4wHww,New York,NY,Lounges,40.73869,-73.99462,$$$,1420
58,ilili,B55Ocx5RBWxo6AGSucYSIA,New York,NY,Mediterranean,40.74435,-73.98778,$$$,2325
59,Bogota Latin Bistro,96svxj2NIOrba2fBMZAqOQ,Brooklyn,NY,Gluten-Free,40.678165,-73.978976,$$,2115
60,The Alcove,MNNpsRXe7Wt5m3Jla9Wk0w,Sunnyside,NY,Gastropubs,40.7459065,-73.915103,$$,787
61,Sushi Nakazawa,zGAQqDu0Ak2khVYs9WdQxw,New York,NY,Japanese,40.7317465228689,-74.0045493828034,$$$$,1323
62,Max Brenner - New York,vbvtWBbO3Q-Q15w7aHxgVg,New York,NY,Desserts,40.7342670594805,-73.9910549187747,$$,4565
63,Veniero's,VtJd1l64kqUUyWacwK0J2Q,New York,NY,Bakeries,40.72941,-73.98454,$$,1978
64,Minetta Tavern,PYcL2z9gHj6-ZTlViT9Nqw,New York,NY,French,40.7300047976758,-74.0006073834151,$$$,2140
65,Di Fara Pizza,C8j0q4Ma_S5hBGuAI-aaww,Brooklyn,NY,Pizza,40.625093,-73.961531,$$,3343
66,Cheeky Sandwiches,gHdejB1Mx2P5UjAgZ6BT2w,New York,NY,Sandwiches,40.7158,-73.99169,$,1132
67,The MasalaWala,sCC7-hSdCkNPExejZT9BAQ,New York,NY,Indian,40.72191,-73.98666,$$,1416
68,Coffee Project NY,pimuUR-TEHIjUla3S3jemQ,New York,NY,Coffee & Tea,40.72699,-73.98922,$$,647
69,Bleecker Street Pizza,oJ_XSPZFpvIt6rvheSQl7A,New York,NY,Pizza,40.7320627016512,-74.0036552270137,$,2221
70,Momofuku Ssam Bar,1Ed-tb_0dBGrXfsYyehmvg,New York,NY,American (New),40.73169,-73.985846,$$$,2400
71,Peter Pan Donut & Pastry Shop,O0xFECgTDf1rbZzW9qUULQ,Brooklyn,NY,Bakeries,40.726086,-73.952308,$,1252
72,Olio e Piú,16ZnHpuaaBt92XWeJHCC5A,New York,NY,Pizza,40.733826,-73.999852,$$,1947
73,Raku,FlZ1zdVEKWv7dwqm8Uw8-w,New York,NY,Japanese,40.7264988089246,-73.9866526052356,$$,960
74,Taverna Kyclades,JEQ00qBAepe0oSiUBdfIew,Astoria,NY,Seafood,40.7753227,-73.909217,$$,2204
75,American Museum of Natural History,O1gHEYYSCULCcfJD9sLJqw,New York,NY,Museums,40.7812401294975,-73.9740586283456,0,2021
76,"Sal, Kris, & Charlie's Deli",uEjX8iic3W16rU3bRkCjyg,Astoria,NY,Delis,40.773326878163,-73.9113807678223,$,1015
77,Vanessa's Dumpling House,IhSVn0TaX8xXb3wcQ-fgcA,New York,NY,Chinese,40.71839,-73.9917399,$,2560
78,Jajaja,XipQLDbyTl5tsLlyzAWzug,New York,NY,Mexican,40.7141530317142,-73.9904247969389,$$,794
79,Beyond Sushi,FoR70YoGSb4_QavCe1WZEw,New York,NY,Sushi Bars,40.7329,-73.98588,$$,911
80,The Cinnamon Snail,urSuhjbH6DK2nvP08IESwA,New York,NY,Vegan,40.749584197998,-73.9916763305664,$,989
81,Tony's Di Napoli,5TX0X8w5ssIACU_pnBEq6g,New York,NY,Italian,40.75641,-73.98547,$$,1998
82,Boucherie West Village,s3jou_L_LVYGkNHiuhjlew,New York,NY,French,40.733063,-74.0028772,$$$,1262
83,John's of Bleecker Street,LF1QAuvpfX7KGQlg2zMg6Q,New York,NY,Pizza,40.73158,-74.00332,$$,1909
84,B Side Pizza & Wine Bar,c3D2ckzacnPtdGIM8tb-_w,New York,NY,Pizza,40.76394,-73.9883399,$$,1058
85,Stumptown Coffee Roasters,sSQ3dtC8nbfeT6srFiiIlA,New York,NY,Coffee & Tea,40.7456663381275,-73.9880916348562,$$,1377
86,Jongro BBQ,FZpm4_fbd6P984foOUejWg,New York,NY,Korean,40.747514,-73.986884,$$,1782
87,Banh Mi Saigon,MDMw0HFK3rgeGRl-FZC9Fg,New York,NY,Vietnamese,40.71936,-73.99667,$,1426
88,Williamsburg Smorgasburg - Saturday,gUJ6pHYd_fp2Ypq377P_vA,Brooklyn,NY,Food Stands,40.721021,-73.962177,$$,1093
89,Cafe Mogador,W4hobe10Fy54MKqmLaObEg,New York,NY,Moroccan,40.727258767439,-73.9845085144043,$$,1850
90,Zen Ramen & Sushi,mESab-FqL5QqSVsnX72asQ,New York,NY,Sushi Bars,40.75185,-73.98892,$$,1344
91,Shanghai 21,R26zweQ8-xoZS7iHkXQOvw,New York,NY,Shanghainese,40.7144199,-73.99889,$$,1588
92,Schmackary's,jz_FnuRpCNzfwwHHQ6Nbeg,New York,NY,Desserts,40.760153883881,-73.990944257291,$,1908
93,Luke's Lobster East Village,UXTTvSG3TVbSkbVGVtZ8dA,New York,NY,Seafood,40.7269401550293,-73.9852600097656,$$,1503
94,KazuNori  | The Original Hand Roll Bar,TBp9gdS6xEbSQqffVZ7iag,New York,NY,Sushi Bars,40.74519,-73.98824,$$,823
95,Trattoria Trecolori,DoSU8IPq-Py_YV3kYmXPfQ,New York,NY,Italian,40.75998,-73.98671,$$,2244
96,The Smith,C-8mGN7lt5rIraO5n-15ug,New York,NY,American (New),40.755165,-73.967868,$$,2496
97,Pies-n-Thighs,j9TdOBSQ1LRw8v3hW5fObQ,Brooklyn,NY,Southern,40.711191,-73.961424,$$,2789
98,Cha-An,5QgBCrAbXbM1ORiqZDrBPQ,New York,NY,Japanese,40.72947,-73.98813,$$,1739
99,The Dead Rabbit,RemvTpxalDjSew5HwmNzUQ,New York,NY,Cocktail Bars,40.70329,-74.01102,$$,1495
100,Momofuku Noodle Bar,HfJhenvKDi-ds8SUJFwrLg,New York,NY,Ramen,40.7292063820076,-73.9844848239426,$$,4178
101,Lucali,Q9F2ocrmYuGt1yn3M7MOBw,Brooklyn,NY,Pizza,40.6818,-74.00024,$$,1422
102,Tanner Smiths,z5hRX3iJ5Ty_S38iG_WY3Q,New York,NY,Cocktail Bars,40.76442,-73.98169,$$,1596
103,The NoMad Restaurant,1z5Nu66M6W8mk5Ap4osZwA,New York,NY,French,40.7449,-73.988482,$$$,1434
104,Brooklyn Bridge Park,riGhXci7Xo-Gp9gtl5IBYA,Brooklyn,NY,Parks,40.7016262778116,-73.9972114562988,0,512
105,Veselka,CVxz9B5ncpMwVK1bk_c1YA,New York,NY,Diners,40.7289505004883,-73.9869689941406,$$,2480
106,Xi'an Famous Foods,Gd3_3mxOvj2xYiqysV8rbQ,New York,NY,Chinese,40.72782,-73.98551,$$,1576
107,Aquagrill,IUvJ8jmojYu1FsOQ0PfFcg,New York,NY,Seafood,40.7253545576709,-74.0037010931698,$$$,1337
108,il laboratorio del gelato,HjZvV6WAdsusCRlY0iSxYg,New York,NY,Ice Cream & Frozen Yogurt,40.7222353582629,-73.9870632693115,$$,1288
109,Cafe Mogador,jAaVnUKLITkuhzwXIe0vLQ,Brooklyn,NY,Moroccan,40.719747,-73.959993,$$,1132
110,Babbo,-hUvO0C0A-pGZdiSKvjoFw,New York,NY,Italian,40.732283,-73.999284,$$$$,2365
111,88 Lan Zhou Handmade Noodle,Lbs8QBRN1U7IYBo5Mcv-RQ,New York,NY,Chinese,40.7155,-73.99675,$,1750
112,Pio Pio 8,OwV-MtDBC2H08rVcBqP2mA,New York,NY,Latin American,40.760506289326,-73.994564488901,$$,2284
113,The Seafire Grill,ryvBsB9FrBBZDak87iGS1w,New York,NY,Seafood,40.7547012104496,-73.972255513072,$$$,1187
114,Calle Dao - Bryant Park,LQHegfNHe7ylY3bocrFlpg,New York,NY,Cuban,40.752155,-73.984223,$$,1637
115,Friedman's,cCesIqo-LQt0cRlZAnrAZQ,New York,NY,American (New),40.748297,-73.990649,$$,2271
116,Luke's Lobster FiDi,kxykwx5qTWBhlMh18MQ82Q,New York,NY,Seafood,40.7046213003984,-74.0107793876969,$$,1114
117,Shake Shack,bL6gcUWgFt7mOZYT_FaGSg,New York,NY,Burgers,40.758412133689,-73.9891822636127,$$,3003
118,Sweet Chick,4KHjnRNvrkKHchEznhlnSA,Brooklyn,NY,Southern,40.718423,-73.9574279,$$,1918
119,Statue of Liberty,wB45aXh2cQlRWoKQzhWgeA,New York,NY,Landmarks & Historical Buildings,40.689577,-74.0445004,0,981
120,Queens Comfort,6Guo-aozyLnQFtAuP8ZXZg,Astoria,NY,Breakfast & Brunch,40.764561,-73.916839,$$,2051
121,The Lobster Place,zfiXI8AwYBRfWjPyv6oh3w,New York,NY,Seafood Markets,40.7427413905213,-74.0060118057704,$$,1282
122,Gyu-Kaku Japanese BBQ,bB8dHfAEJrF5tNcHr0yJjA,New York,NY,Japanese,40.72822,-73.99142,$$$,1667
123,Sushi Yasaka,HZWHBfeuP4Fb6y8b8uqnbA,New York,NY,Japanese,40.779583,-73.983482,$$,1699
124,Il Bambino,f8TZ_ctcSwxwW8S69YKnwg,Astoria,NY,Italian,40.76281,-73.92089,$$,1204
125,Sweet Chick,8F81LrdFm6P5kkFpsw0n0w,New York,NY,Southern,40.7217399,-73.98739,$$,1541
126,99 Favor Taste,Xf6e3HaP0AgMBxY7dEDkOA,New York,NY,Chinese,40.7176199,-73.99249,$$,1724
127,Dough,ZMQzXIiqdBIuicFySTWGKg,New York,NY,Desserts,40.73931,-73.99243,$,1451
128,La Lanterna Di Vittorio,V-FCEicobl5Su-R7EVJQNA,New York,NY,Italian,40.73069,-74.00015,$$,1427
129,Brooklyn Bagel & Coffee Company,pb_ryc8FYHpUPV56eV2Eyg,New York,NY,Bagels,40.746183,-73.997642,$,1354
130,Uva,OAqsZMbjv66nOMqlimnYuQ,New York,NY,Italian,40.7722,-73.95566,$$,2267
131,La Contenta,6Ct7OeTRn4caY9g0swFBsw,New York,NY,Mexican,40.71873,-73.98691,$$,710
132,Ice & Vice,HaRZCA7LK8BzG0buH2SaZA,New York,NY,Desserts,40.7142842719948,-73.9868737828033,$$,724
133,Snowdays,7jXNphhpZZ2YE37E9jP60g,New York,NY,Shaved Ice,40.7290310768554,-73.9847284555435,$,1148
134,Bohemian Restaurant,8fr5FYU1ip0phERt1mrekg,New York,NY,Japanese,40.72639,-73.99236,$$$,738
135,Cookshop,ssGhu4n3emZ9kEPVf371IQ,New York,NY,American (New),40.7454251,-74.0056084,$$,2045
136,Pylos,7xV4gzrgaOgQYtPC3FBZig,New York,NY,Greek,40.72608,-73.98415,$$$,1101
137,Quality Meats,kB-lmHs7yNwLIlQyp0kMmQ,New York,NY,Steakhouses,40.764958,-73.976206,$$$$,1920
138,Mighty Quinn's Barbeque,LsITU8KVYMhV_fatv84wWA,New York,NY,Barbeque,40.727574,-73.988623,$$,1726
139,Paulie Gee's,pGr5QuQU7Ur5GHLvXbT8bw,Brooklyn,NY,Pizza,40.729546,-73.958568,$$,1201
140,Red Bamboo,9DceMTrjyVqBgQRqgR6GWw,New York,NY,Vegetarian,40.7313183707867,-74.0003546456233,$$,1678
141,Buvette,xQ445GaWVN5Aa3sFX9OoIg,New York,NY,French,40.732704,-74.004317,$$,1672
142,Empire State Building,g2IUVjeIwx5x6x9u1cLS6w,New York,NY,Landmarks & Historical Buildings,40.7484,-73.9856644,0,1967
143,Maharlika,1_S2RxVWOidWcgbU2tBQBQ,New York,NY,Filipino,40.72695,-73.98611,$$,1478
144,Big Gay Ice Cream Shop,qZyHpLB9QVTWbHReujNfcg,New York,NY,Ice Cream & Frozen Yogurt,40.7264,-73.98411,$,1976
145,Prospect Park,Mn_as8S7-fJjahyn4AF6Pw,Brooklyn,NY,Parks,40.66553,-73.974029,0,555
146,Yuca Bar,AgAkUVLN_axMY-bzbNCfCw,New York,NY,Latin American,40.7262,-73.9836,$$,1748
147,Absolute Bagels,JV5oa5-KGdiWnqrKPoxSug,New York,NY,Bakeries,40.80251,-73.96745,$,1337
148,Shu Jiao Fu Zhou Cuisine Restaurant,lynQoI3w_pzYfHGeuUU-Qg,New York,NY,Chinese,40.7184290357839,-73.9916928979573,$,767
149,ChikaLicious Dessert Bar,mIhqKMgru4002wfrVW-Gfw,New York,NY,Desserts,40.729664,-73.98631817,$$,1307
150,by CHLOE. West Village,GtfhGhWmr1kQ4EnFTlwg7w,New York,NY,Vegan,40.729219,-74.001021,$$,1621
151,Crif Dogs,2n01u4yKfIrWuOzRVvIZmw,New York,NY,Hot Dogs,40.727157,-73.983718,$,2076
152,Frisson Espresso,HjGjGy3JhhRFcR7MaQLrjA,New York,NY,Coffee & Tea,40.7608108520508,-73.9889984130859,$,667
153,Shake Shack,wXpCNNTT2kqh-fTnSWXdEA,New York,NY,Burgers,40.7808207060578,-73.9765516723468,$$,2347
154,Jungsik,fVsH6QIJPzXpVbgmeiolsA,New York,NY,Korean,40.7185910158738,-74.0088844299316,$$$$,562
155,Del Posto,N-rwVhnEtXg8yY_TlB_KZw,New York,NY,Italian,40.7434155953035,-74.007533013261,$$$$,1398
156,Champs Diner,u_3TLN0u6LyOL01vdjFOug,Brooklyn,NY,Vegan,40.7084397372605,-73.9407808520115,$$,1441
157,Nyonya,M-odQWSEfsR2mVEw7nKG-g,New York,NY,Asian Fusion,40.7190148,-73.9968228,$$,2025
158,Los Mariscos,L3REPLCvQpMapYPd_fkS-A,New York,NY,Seafood,40.74207,-74.00565,$,534
159,Momosan Ramen & Sake,oTkzgr7hzOAdlP99Auj3GQ,New York,NY,Ramen,40.74993,-73.97746,$$,1537
160,The Little Owl,q1uIqB8PvyCCX8TajaRYBg,New York,NY,Breakfast & Brunch,40.7323808291402,-74.0053009986877,$$$,1248
161,DeStefano's Steakhouse,hthvpEL7JEbfxfD6iP9axQ,Brooklyn,NY,Steakhouses,40.71503,-73.94767,$$$,798
162,City Cakes,wQLNq8dQE4DxvUSQwzAagw,New York,NY,Desserts,40.74206,-73.99999,$$,633
163,Keste,d7Asc4q2ImoPlA_BhfroTQ,New York,NY,Pizza,40.73154,-74.00293,$$,1376
164,L'industrie Pizzeria,v1DHGRNCH9247WLYoaoA9A,Brooklyn,NY,Pizza,40.71162,-73.95783,$,473
165,Kam Hing Coffee Shop,nOCjslrdcKBQQYgD5qUs9Q,New York,NY,Bakeries,40.7182480993847,-73.9990044118685,$,631
166,Alta,XEugUtbw4rRmGr9S1XA-aQ,New York,NY,Tapas Bars,40.7345163811398,-73.9983369619683,$$$,1847
167,SriPraPhai Thai Restaurant,0L03onqNwxWLrbb_FCK79A,Woodside,NY,Thai,40.7464987,-73.8992328,$$,2276
168,Hometown Bar-B-Que,Ms3CAGddVbgetiQrpzqxPQ,Brooklyn,NY,Barbeque,40.6748965703426,-74.0160489746129,$$,1288
169,Num Pang Kitchen,-jYxfK6Q1k84uUCag83Fqg,New York,NY,Cambodian,40.73396,-73.99312,$$,1399
170,Fette Sau,mlGfXoxc8cEss8Yms6VrXg,Brooklyn,NY,Barbeque,40.714066,-73.956327,$$,2230
171,Brooklyn Botanic Garden,IMA18MENFeqdZc5YVh8njg,Brooklyn,NY,Botanical Gardens,40.669289,-73.963304,0,749
172,DOMODOMO,BPZfuPvSxCfoppU4lPFm0Q,New York,NY,Japanese,40.72803,-74.00167,$$$,972
173,Her Name Is Han,qY1o1MhoRyN84RRhUJtvpQ,New York,NY,Korean,40.74626,-73.98473,$$,1113
174,Breads Bakery,mU23NlQfn1R9OhA6WMe_xg,New York,NY,Bakeries,40.73661,-73.99181,$$,942
175,Root & Bone,ULt3kmA0_hbZ3j6cMORCaA,New York,NY,Southern,40.72272,-73.98334,$$,1546
176,Buttermilk Channel,rU9cKxAVU4Gd_JhAqp_bTA,Brooklyn,NY,American (New),40.675919,-73.999059,$$,1847
177,Cafe Katja,zo4mcEfVKaktdj_gnSFhGQ,New York,NY,German,40.7177673,-73.990589,$$,764
178,Pokeworks,_zGsfwGAY8ZTob_mIFAM-w,New York,NY,Sushi Bars,40.7515934305237,-73.98588180542,$$,1729
179,Ootoya Chelsea,OLSSJIp8pu5UlugTF7tuHA,New York,NY,Japanese,40.738767,-73.992778,$$,1348
180,Soco,oOsJn3leUnWDfErRWMf81g,Brooklyn,NY,Cajun/Creole,40.693866,-73.964535,$$,2060
181,Sushi by Bou Times Square,MmXZLVwWcYugi_TXSHmjeQ,New York,NY,Sushi Bars,40.75851,-73.98322,$$$,488
182,Xi'an Famous Foods,HScFap2SwbUlfC-QXVkxFA,New York,NY,Chinese,40.75606,-73.9808,$,1599
183,Lupa,yZJbealagfujEkgesAl2hA,New York,NY,Italian,40.7276,-74.000045,$$$,1483
184,Milk Bar East Village,RcqZmRj3mWiimohFnNA4Nw,New York,NY,Bakeries,40.7318893900159,-73.9857388595245,$$,3285
185,Minus10 Ice Cream,qfk_JyRqMmm6FDfoqN6GiA,New York,NY,Ice Cream & Frozen Yogurt,40.71407,-73.99857,$,1268
186,Amy Ruth's,tsiC3VpO-hZEb98Qk3p-DQ,New York,NY,Southern,40.80248,-73.95038,$$,2528
187,BCD Tofu House,gXnC_aZR09BvqEQKGKFjBg,New York,NY,Korean,40.747503631444,-73.9862447208321,$$,1934
188,Tsurutontan Udon Noodle Brasserie,J9UA6rzI5WW_cDGjwDnF5g,New York,NY,Japanese,40.73678,-73.9910699,$$,1697
189,Pommes Frites,uBGjcW-GuYy_qSvMykuISA,New York,NY,Belgian,40.730022,-74.000152,$,841
190,Pig and Khao,nxTEuWKzkK1tCF4LrhFSUQ,New York,NY,Filipino,40.71926,-73.98475,$$,1546
191,Pates Et Traditions,t-ODuKsmRseJoTEVKQzsdg,Brooklyn,NY,French,40.71485,-73.95466,$$,820
192,Ruby's Cafe,hGo9KArKThuOKxNbwmNpoA,New York,NY,Burgers,40.7223288,-73.996326,$$,1119
193,Seva Indian Cuisine,lxNU-aBq0yPwBDx-i89ahA,Astoria,NY,Indian,40.7653633,-73.9191014,$$,1161
194,Whiskey Tavern,c3Ww3pgeHjBi3ctkeUWrjQ,New York,NY,Whiskey Bars,40.71646,-73.99969,$$,766
195,Claw Daddy's,hfMtSdxRsC3JQP3yrm6nag,New York,NY,Cajun/Creole,40.722071,-73.98847,$$,1543
196,Nish Nush,d8zSYpArh4oXpxeJWNA4Pg,New York,NY,Vegetarian,40.715688,-74.007695,$$,687
197,Pisillo Italian Panini,8qSOz7oTPUUCafsMOBBNEQ,New York,NY,Italian,40.710558,-74.007594,$$,570
198,The Modern,_LJFf9YqpYxvExTvVxb7Rw,New York,NY,American (New),40.7610060884932,-73.9767725608521,$$$$,966
199,Butcher Bar,nkfUKb7oWQt54Uz9VQLhUg,Astoria,NY,Barbeque,40.76431,-73.9164,$$,1910
200,Ayza Wine & Chocolate Bar,srhEv1OqoK9W5JRdiMWDyw,New York,NY,Wine Bars,40.7471774721074,-73.987011312828,$$,1598
201,Zenkichi New York,DpZ7Xaub8Lhpg7VJdHaPpg,Brooklyn,NY,Japanese,40.71897,-73.96081,$$$,969
202,Hatsuhana Sushi Restaurant,6lUsFj0KCao678o9L7QwUw,New York,NY,Japanese,40.75703,-73.97692,$$$,1267
203,Gaia Italian Café,jdNdy-MwBtnXoBGC_JVvwQ,New York,NY,Italian,40.721653,-73.985346,$,968
204,Blue Ribbon Brasserie - SoHo,txSykTj5nbwmpiVNoK_Dyg,New York,NY,American (Traditional),40.725456,-74.003027,$$$,913
205,Cocoron,JhJLPp6KuBcD3CHCkEKJ_A,New York,NY,Japanese,40.72031,-73.99305,$$,972
206,Cask Bar & Kitchen,1LIptXhtDh58vAA-QPFL4w,New York,NY,Bars,40.745414,-73.979004,$$,1322
207,Raclette,5m-TrbqMNnwJvOd7pAt6OA,New York,NY,Sandwiches,40.7289298,-73.980601,$$,1264
208,Go! Go! Curry!,eRtceh_W_yniAfCqJni5Bg,New York,NY,Japanese Curry,40.75463,-73.99115,$$,1431
209,Blue Hill,4Objcs7HXSGuzpb0SOa-Jw,New York,NY,American (New),40.7320640251595,-73.9996931018524,$$$$,983
210,Mermaid Oyster Bar,qByYLfBKtNUIAui0eu-fNQ,New York,NY,Seafood,40.7287899,-74.00165,$$,1059
211,Jack's Wife Freda,Me4TxTbPPQZQopW1wOGx5g,New York,NY,Breakfast & Brunch,40.72213,-73.99756,$$,1823
212,Marc Forgione,DRitJoNGTkHXZvH_YpLIAw,New York,NY,American (New),40.71647,-74.0095599,$$$,904
