,Business,Business ID,City,State,Category,Latitude,Longitude,Price,Reviews,Rating
1892,Pearl's Deluxe Burgers,TRBP1G1l8vZkjgfqdx96Cw,San Francisco,CA,Burgers,37.787823,-122.413699,$$,2151,4.0
1893,Philz Coffee,hWE2CDphzZ3nXlwv3Uk6Og,San Francisco,CA,Coffee & Tea,37.7756640166767,-122.39345180371,$,1398,4.5
1894,Crissy Field,MKqtBlDciknkwW0q_Xa-Ow,San Francisco,CA,Parks,37.8036602516771,-122.458308262209,0,770,5.0
1895,Frances,dMlsQsPU8Y_oiPYC5hHi2A,San Francisco,CA,American (New),37.7627220154927,-122.432276324008,$$$,1498,4.5
1896,Bourbon & Branch,aud84H-NpMx3opWPtLX-vg,San Francisco,CA,Cocktail Bars,37.78592,-122.41336,$$$,3062,4.0
1897,Palace Of Fine Arts,u3mX2Hkc0XoCgPxG6xRFkg,San Francisco,CA,Landmarks & Historical Buildings,37.802006,-122.448656,0,956,4.5
1898,Genki Crepes & Mini-Mart,83dXgt2nG98JJG2F7ai8AQ,San Francisco,CA,Desserts,37.78326,-122.46283,$,2191,4.0
1899,California Academy of Sciences,6PzyzeiWjJ0fPpuKZffn9g,San Francisco,CA,Museums,37.769816,-122.466041,0,3079,4.0
1900,Dottie's True Blue Cafe,uEeWn6sPq-giWvfE9uhQ7A,San Francisco,CA,American (Traditional),37.7817050429594,-122.409839630127,$$,4427,4.0
1901,Kitchen Story,XQLmEdXoMzOpffwoFaBtaQ,San Francisco,CA,Breakfast & Brunch,37.7642352,-122.4306936,$$,3168,4.0
1902,Beretta,4KfQnlcSu4bbTqnvGdGptw,San Francisco,CA,Italian,37.75384,-122.42055,$$,3528,4.0
1903,Suppenküche,DGyoVB9PdI9_jw0CNi_OPg,San Francisco,CA,German,37.7762603759766,-122.426391601562,$$,3092,4.0
1904,Philz Coffee,akXf1BdFZjQb2fO8Ca7FtA,San Francisco,CA,Coffee & Tea,37.752397102831,-122.41426366546,$,1665,4.5
1905,Schubert's Bakery,DyXoC_NhJW0Xx5j_OPQRHQ,San Francisco,CA,Bakeries,37.78267,-122.46493,$$,1653,4.5
1906,Alcatraz Island,Y12NJdzfE-33OQtoHmomMw,San Francisco,CA,Museums,37.8269684873863,-122.422947920859,0,1667,4.5
1907,Golden Gate Park,KIVq5BlJKTipwtB3NATX0g,San Francisco,CA,Parks,37.770518,-122.479878,0,1167,4.5
1908,HRD,bUr4iq2mKKiBOu2HKynylg,San Francisco,CA,Korean,37.7811065758548,-122.395329724426,$$,2473,4.0
1909,Anthony's Cookies,PrlH7YcQ22m9DyuWbxJjMA,San Francisco,CA,Bakeries,37.7502,-122.42013,$,1654,4.5
1910,Arsicault Bakery,1U9_ZNruMLf4EL0pMoxb_w,San Francisco,CA,Bakeries,37.783429,-122.459307,$$,1089,4.5
1911,Marrakech Magic Theater,bqSZc4Xh2o253DZXr5QOmg,San Francisco,CA,Comedy Clubs,37.7859712382638,-122.411803969896,$$,903,5.0
1912,Swan Oyster Depot,eI0DpD2Xx8hFlk7eAdFCqQ,San Francisco,CA,Seafood,37.790939,-122.420796,$$,2709,4.0
1913,Marco Polo Italian Ice Cream,RrIduU6-SUNCanTEVF-hIQ,San Francisco,CA,Ice Cream & Frozen Yogurt,37.7426223,-122.481885,$,1431,4.5
1914,Anchor Oyster Bar,ZDvIMjJ-7I0561ckM4pAeA,San Francisco,CA,Seafood,37.759689,-122.434609,$$$,1471,4.5
1915,Shizen Vegan Sushi Bar & Izakaya,CYttYTEiQuhSfo3SEh79fA,San Francisco,CA,Sushi Bars,37.768314,-122.421642,$$,1498,4.5
1916,Chez Maman East,UTVDbZv-qiHU06sDkoel3g,San Francisco,CA,French,37.7624388911845,-122.396692272318,$$,2043,4.5
1917,Plow,A0AziPST4T6k-V3neWFRNA,San Francisco,CA,Breakfast & Brunch,37.762537673684,-122.39535099572,$$,2519,4.0
1918,Tacorea,u39mZEYojBiNic3lqKhPNw,San Francisco,CA,Mexican,37.7897794,-122.410717,$$,1585,4.5
1919,Tropisueno,_EncdQezAzcShATMFXL0dA,San Francisco,CA,Cocktail Bars,37.7853008468227,-122.403918653727,$$,4330,4.0
1920,Lou's Cafe,IJk76B-pTta_klpAZcpQdA,San Francisco,CA,Coffee & Tea,37.78045,-122.473308,$$,1462,4.5
1921,Limón Rotisserie,r7RwvYMwxDuK3u26fHbYDA,San Francisco,CA,Peruvian,37.7570514,-122.4164197,$$,3130,4.0
1922,Blue Bottle Coffee,EFefgQdk_19WxQXvVtwEog,San Francisco,CA,Coffee & Tea,37.77638,-122.423211,$$,1669,4.5
1923,Loló,1hMD7RQogPDWpE-p3LKjXA,San Francisco,CA,Tapas/Small Plates,37.7573462,-122.4214034,$$,2100,4.0
1924,Fort Funston,-fqw8aDcx1Sgjs-4u__Aiw,San Francisco,CA,Parks,37.714154842179,-122.500342737514,0,954,5.0
1925,Lolinda,wEpiKz--Z2b1q_FSCCNiow,San Francisco,CA,Steakhouses,37.756673,-122.4190868,$$$,1908,4.0
1926,Lands End Trail,yniMfk_yS1sk9dxPLDVchg,San Francisco,CA,Hiking,37.780077,-122.510029,0,819,5.0
1927,Absinthe Brasserie & Bar,353bun0151fMbR3ut2d-nw,San Francisco,CA,French,37.77714,-122.42268,$$$,3226,4.0
1928,Hollywood Cafe,vVN_oVe6jvr4PCmXg_m9CA,San Francisco,CA,Breakfast & Brunch,37.8065799,-122.41584,$$,2052,4.5
1929,Scoma's Restaurant,jqEpBbf_qNfWuz_GBkwCjw,San Francisco,CA,Seafood,37.808944,-122.418462,$$$,3630,4.0
1930,Good Mong Kok Bakery,-sg6DqQNGyTMt0MHoY7diQ,San Francisco,CA,Bakeries,37.7954584839809,-122.408358365012,$,2522,4.0
1931,Wayfare Tavern,ykvr3ib1gHQHI4tznSn8iA,San Francisco,CA,American (Traditional),37.7939484886016,-122.402307987213,$$$,3820,4.0
1932,Garden Creamery,OvBC83vOK6vRw175vHiArg,San Francisco,CA,Ice Cream & Frozen Yogurt,37.7587301270631,-122.420380041003,$,776,4.5
1933,Farmhouse Kitchen Thai Cuisine,8kck3-K4zYKTJbJko0JlXQ,San Francisco,CA,Thai,37.7602179,-122.4110749,$$,2145,4.0
1934,Limoncello,2hGIxgprREdBieylltWaRQ,San Francisco,CA,Sandwiches,37.7873184067081,-122.423591369312,$$,777,5.0
1935,L’Ardoise Bistro,9yM20-7fj4LMrOO30nqkBw,San Francisco,CA,French,37.7665241,-122.4331385,$$$,1244,4.5
1936,Mr Holmes Bakehouse,9lX1QuC6GBj7WyKImHkRRw,San Francisco,CA,Bakeries,37.7875909362522,-122.418352626264,$$,2384,4.0
1937,Golden Bear Trading Company,b-ylC7pGKuh4yw6l1Q1k9g,San Francisco,CA,Grocery,37.7621609,-122.463128,$$,1161,4.5
1938,Blue Bottle Coffee,lNbKeOfCMTNkoihZHqrbrg,San Francisco,CA,Coffee & Tea,37.7824664727379,-122.407753326389,$$,2210,4.0
1939,Mr. and Mrs. Miscellaneous,YzA3ocJ0XvsTuD18qr2ctg,San Francisco,CA,Ice Cream & Frozen Yogurt,37.7578152,-122.3880343,$,1420,4.5
1940,Zanze's Cheesecake,8oT00ympYI-mQ8KEetQ63g,San Francisco,CA,Bakeries,37.72994,-122.46984,$$,968,4.5
1941,Pearl's Deluxe Burgers,TRBP1G1l8vZkjgfqdx96Cw,San Francisco,CA,Burgers,37.787823,-122.413699,$$,2151,4.0
1942,Philz Coffee,hWE2CDphzZ3nXlwv3Uk6Og,San Francisco,CA,Coffee & Tea,37.7756640166767,-122.39345180371,$,1398,4.5
1943,Crissy Field,MKqtBlDciknkwW0q_Xa-Ow,San Francisco,CA,Parks,37.8036602516771,-122.458308262209,0,770,5.0
1944,Frances,dMlsQsPU8Y_oiPYC5hHi2A,San Francisco,CA,American (New),37.7627220154927,-122.432276324008,$$$,1498,4.5
1945,Bourbon & Branch,aud84H-NpMx3opWPtLX-vg,San Francisco,CA,Cocktail Bars,37.78592,-122.41336,$$$,3062,4.0
1946,Palace Of Fine Arts,u3mX2Hkc0XoCgPxG6xRFkg,San Francisco,CA,Landmarks & Historical Buildings,37.802006,-122.448656,0,956,4.5
1947,Genki Crepes & Mini-Mart,83dXgt2nG98JJG2F7ai8AQ,San Francisco,CA,Desserts,37.78326,-122.46283,$,2191,4.0
1948,California Academy of Sciences,6PzyzeiWjJ0fPpuKZffn9g,San Francisco,CA,Museums,37.769816,-122.466041,0,3079,4.0
1949,Zero Zero,8skVQNkVBv90iiPtFeSpzw,San Francisco,CA,Pizza,37.78163,-122.40204,$$,3251,4.0
1950,Kitchen Story,XQLmEdXoMzOpffwoFaBtaQ,San Francisco,CA,Breakfast & Brunch,37.7642352,-122.4306936,$$,3168,4.0
1951,Beretta,4KfQnlcSu4bbTqnvGdGptw,San Francisco,CA,Italian,37.75384,-122.42055,$$,3528,4.0
1952,Suppenküche,DGyoVB9PdI9_jw0CNi_OPg,San Francisco,CA,German,37.7762603759766,-122.426391601562,$$,3092,4.0
1953,Philz Coffee,akXf1BdFZjQb2fO8Ca7FtA,San Francisco,CA,Coffee & Tea,37.752397102831,-122.41426366546,$,1665,4.5
1954,Schubert's Bakery,DyXoC_NhJW0Xx5j_OPQRHQ,San Francisco,CA,Bakeries,37.78267,-122.46493,$$,1653,4.5
1955,Alcatraz Island,Y12NJdzfE-33OQtoHmomMw,San Francisco,CA,Museums,37.8269684873863,-122.422947920859,0,1667,4.5
1956,Golden Gate Park,KIVq5BlJKTipwtB3NATX0g,San Francisco,CA,Parks,37.770518,-122.479878,0,1167,4.5
1957,HRD,bUr4iq2mKKiBOu2HKynylg,San Francisco,CA,Korean,37.7811065758548,-122.395329724426,$$,2473,4.0
1958,Anthony's Cookies,PrlH7YcQ22m9DyuWbxJjMA,San Francisco,CA,Bakeries,37.7502,-122.42013,$,1654,4.5
1959,Arsicault Bakery,1U9_ZNruMLf4EL0pMoxb_w,San Francisco,CA,Bakeries,37.783429,-122.459307,$$,1089,4.5
1960,Marrakech Magic Theater,bqSZc4Xh2o253DZXr5QOmg,San Francisco,CA,Comedy Clubs,37.7859712382638,-122.411803969896,$$,903,5.0
1961,Swan Oyster Depot,eI0DpD2Xx8hFlk7eAdFCqQ,San Francisco,CA,Seafood,37.790939,-122.420796,$$,2709,4.0
1962,Marco Polo Italian Ice Cream,RrIduU6-SUNCanTEVF-hIQ,San Francisco,CA,Ice Cream & Frozen Yogurt,37.7426223,-122.481885,$,1431,4.5
1963,Anchor Oyster Bar,ZDvIMjJ-7I0561ckM4pAeA,San Francisco,CA,Seafood,37.759689,-122.434609,$$$,1471,4.5
1964,Shizen Vegan Sushi Bar & Izakaya,CYttYTEiQuhSfo3SEh79fA,San Francisco,CA,Sushi Bars,37.768314,-122.421642,$$,1498,4.5
1965,Chez Maman East,UTVDbZv-qiHU06sDkoel3g,San Francisco,CA,French,37.7624388911845,-122.396692272318,$$,2043,4.5
1966,Plow,A0AziPST4T6k-V3neWFRNA,San Francisco,CA,Breakfast & Brunch,37.762537673684,-122.39535099572,$$,2519,4.0
1967,Tacorea,u39mZEYojBiNic3lqKhPNw,San Francisco,CA,Mexican,37.7897794,-122.410717,$$,1585,4.5
1968,Tropisueno,_EncdQezAzcShATMFXL0dA,San Francisco,CA,Cocktail Bars,37.7853008468227,-122.403918653727,$$,4330,4.0
1969,Lou's Cafe,IJk76B-pTta_klpAZcpQdA,San Francisco,CA,Coffee & Tea,37.78045,-122.473308,$$,1462,4.5
1970,Limón Rotisserie,r7RwvYMwxDuK3u26fHbYDA,San Francisco,CA,Peruvian,37.7570514,-122.4164197,$$,3130,4.0
1971,Blue Bottle Coffee,EFefgQdk_19WxQXvVtwEog,San Francisco,CA,Coffee & Tea,37.77638,-122.423211,$$,1669,4.5
1972,Loló,1hMD7RQogPDWpE-p3LKjXA,San Francisco,CA,Tapas/Small Plates,37.7573462,-122.4214034,$$,2100,4.0
1973,Fort Funston,-fqw8aDcx1Sgjs-4u__Aiw,San Francisco,CA,Parks,37.714154842179,-122.500342737514,0,954,5.0
1974,Lolinda,wEpiKz--Z2b1q_FSCCNiow,San Francisco,CA,Steakhouses,37.756673,-122.4190868,$$$,1908,4.0
1975,Lands End Trail,yniMfk_yS1sk9dxPLDVchg,San Francisco,CA,Hiking,37.780077,-122.510029,0,819,5.0
1976,Absinthe Brasserie & Bar,353bun0151fMbR3ut2d-nw,San Francisco,CA,French,37.77714,-122.42268,$$$,3226,4.0
1977,Hollywood Cafe,vVN_oVe6jvr4PCmXg_m9CA,San Francisco,CA,Breakfast & Brunch,37.8065799,-122.41584,$$,2052,4.5
1978,Scoma's Restaurant,jqEpBbf_qNfWuz_GBkwCjw,San Francisco,CA,Seafood,37.808944,-122.418462,$$$,3630,4.0
1979,Good Mong Kok Bakery,-sg6DqQNGyTMt0MHoY7diQ,San Francisco,CA,Bakeries,37.7954584839809,-122.408358365012,$,2522,4.0
1980,Wayfare Tavern,ykvr3ib1gHQHI4tznSn8iA,San Francisco,CA,American (Traditional),37.7939484886016,-122.402307987213,$$$,3820,4.0
1981,Garden Creamery,OvBC83vOK6vRw175vHiArg,San Francisco,CA,Ice Cream & Frozen Yogurt,37.7587301270631,-122.420380041003,$,776,4.5
1982,Farmhouse Kitchen Thai Cuisine,8kck3-K4zYKTJbJko0JlXQ,San Francisco,CA,Thai,37.7602179,-122.4110749,$$,2145,4.0
1983,Limoncello,2hGIxgprREdBieylltWaRQ,San Francisco,CA,Sandwiches,37.7873184067081,-122.423591369312,$$,777,5.0
1984,L’Ardoise Bistro,9yM20-7fj4LMrOO30nqkBw,San Francisco,CA,French,37.7665241,-122.4331385,$$$,1244,4.5
1985,Mr Holmes Bakehouse,9lX1QuC6GBj7WyKImHkRRw,San Francisco,CA,Bakeries,37.7875909362522,-122.418352626264,$$,2384,4.0
1986,Golden Bear Trading Company,b-ylC7pGKuh4yw6l1Q1k9g,San Francisco,CA,Grocery,37.7621609,-122.463128,$$,1161,4.5
1987,Blue Bottle Coffee,lNbKeOfCMTNkoihZHqrbrg,San Francisco,CA,Coffee & Tea,37.7824664727379,-122.407753326389,$$,2210,4.0
1988,Mr. and Mrs. Miscellaneous,YzA3ocJ0XvsTuD18qr2ctg,San Francisco,CA,Ice Cream & Frozen Yogurt,37.7578152,-122.3880343,$,1420,4.5
1989,Zanze's Cheesecake,8oT00ympYI-mQ8KEetQ63g,San Francisco,CA,Bakeries,37.72994,-122.46984,$$,968,4.5
1990,Pearl's Deluxe Burgers,TRBP1G1l8vZkjgfqdx96Cw,San Francisco,CA,Burgers,37.787823,-122.413699,$$,2151,4.0
1991,Philz Coffee,hWE2CDphzZ3nXlwv3Uk6Og,San Francisco,CA,Coffee & Tea,37.7756640166767,-122.39345180371,$,1398,4.5
1992,Crissy Field,MKqtBlDciknkwW0q_Xa-Ow,San Francisco,CA,Parks,37.8036602516771,-122.458308262209,0,770,5.0
1993,Frances,dMlsQsPU8Y_oiPYC5hHi2A,San Francisco,CA,American (New),37.7627220154927,-122.432276324008,$$$,1498,4.5
1994,Bourbon & Branch,aud84H-NpMx3opWPtLX-vg,San Francisco,CA,Cocktail Bars,37.78592,-122.41336,$$$,3062,4.0
1995,Palace Of Fine Arts,u3mX2Hkc0XoCgPxG6xRFkg,San Francisco,CA,Landmarks & Historical Buildings,37.802006,-122.448656,0,956,4.5
1996,Genki Crepes & Mini-Mart,83dXgt2nG98JJG2F7ai8AQ,San Francisco,CA,Desserts,37.78326,-122.46283,$,2191,4.0
1997,California Academy of Sciences,6PzyzeiWjJ0fPpuKZffn9g,San Francisco,CA,Museums,37.769816,-122.466041,0,3079,4.0
1998,Zero Zero,8skVQNkVBv90iiPtFeSpzw,San Francisco,CA,Pizza,37.78163,-122.40204,$$,3251,4.0
1999,Rosamunde Sausage Grill - Haight St,g9LSMqUK5dkUcmpgTnU-dQ,San Francisco,CA,Hot Dogs,37.77183,-122.43114,$,1604,4.5
2000,Beretta,4KfQnlcSu4bbTqnvGdGptw,San Francisco,CA,Italian,37.75384,-122.42055,$$,3528,4.0
2001,Suppenküche,DGyoVB9PdI9_jw0CNi_OPg,San Francisco,CA,German,37.7762603759766,-122.426391601562,$$,3092,4.0
2002,Philz Coffee,akXf1BdFZjQb2fO8Ca7FtA,San Francisco,CA,Coffee & Tea,37.752397102831,-122.41426366546,$,1665,4.5
2003,Schubert's Bakery,DyXoC_NhJW0Xx5j_OPQRHQ,San Francisco,CA,Bakeries,37.78267,-122.46493,$$,1653,4.5
2004,Alcatraz Island,Y12NJdzfE-33OQtoHmomMw,San Francisco,CA,Museums,37.8269684873863,-122.422947920859,0,1667,4.5
2005,Golden Gate Park,KIVq5BlJKTipwtB3NATX0g,San Francisco,CA,Parks,37.770518,-122.479878,0,1167,4.5
2006,HRD,bUr4iq2mKKiBOu2HKynylg,San Francisco,CA,Korean,37.7811065758548,-122.395329724426,$$,2473,4.0
2007,Anthony's Cookies,PrlH7YcQ22m9DyuWbxJjMA,San Francisco,CA,Bakeries,37.7502,-122.42013,$,1654,4.5
2008,Arsicault Bakery,1U9_ZNruMLf4EL0pMoxb_w,San Francisco,CA,Bakeries,37.783429,-122.459307,$$,1089,4.5
2009,Marrakech Magic Theater,bqSZc4Xh2o253DZXr5QOmg,San Francisco,CA,Comedy Clubs,37.7859712382638,-122.411803969896,$$,903,5.0
2010,Swan Oyster Depot,eI0DpD2Xx8hFlk7eAdFCqQ,San Francisco,CA,Seafood,37.790939,-122.420796,$$,2709,4.0
2011,Marco Polo Italian Ice Cream,RrIduU6-SUNCanTEVF-hIQ,San Francisco,CA,Ice Cream & Frozen Yogurt,37.7426223,-122.481885,$,1431,4.5
2012,Anchor Oyster Bar,ZDvIMjJ-7I0561ckM4pAeA,San Francisco,CA,Seafood,37.759689,-122.434609,$$$,1471,4.5
2013,Shizen Vegan Sushi Bar & Izakaya,CYttYTEiQuhSfo3SEh79fA,San Francisco,CA,Sushi Bars,37.768314,-122.421642,$$,1498,4.5
2014,Chez Maman East,UTVDbZv-qiHU06sDkoel3g,San Francisco,CA,French,37.7624388911845,-122.396692272318,$$,2043,4.5
2015,Plow,A0AziPST4T6k-V3neWFRNA,San Francisco,CA,Breakfast & Brunch,37.762537673684,-122.39535099572,$$,2519,4.0
2016,Tacorea,u39mZEYojBiNic3lqKhPNw,San Francisco,CA,Mexican,37.7897794,-122.410717,$$,1585,4.5
2017,Tropisueno,_EncdQezAzcShATMFXL0dA,San Francisco,CA,Cocktail Bars,37.7853008468227,-122.403918653727,$$,4330,4.0
2018,Lou's Cafe,IJk76B-pTta_klpAZcpQdA,San Francisco,CA,Coffee & Tea,37.78045,-122.473308,$$,1462,4.5
2019,Limón Rotisserie,r7RwvYMwxDuK3u26fHbYDA,San Francisco,CA,Peruvian,37.7570514,-122.4164197,$$,3130,4.0
2020,Blue Bottle Coffee,EFefgQdk_19WxQXvVtwEog,San Francisco,CA,Coffee & Tea,37.77638,-122.423211,$$,1669,4.5
2021,Loló,1hMD7RQogPDWpE-p3LKjXA,San Francisco,CA,Tapas/Small Plates,37.7573462,-122.4214034,$$,2100,4.0
2022,Fort Funston,-fqw8aDcx1Sgjs-4u__Aiw,San Francisco,CA,Parks,37.714154842179,-122.500342737514,0,954,5.0
2023,Lolinda,wEpiKz--Z2b1q_FSCCNiow,San Francisco,CA,Steakhouses,37.756673,-122.4190868,$$$,1908,4.0
2024,Lands End Trail,yniMfk_yS1sk9dxPLDVchg,San Francisco,CA,Hiking,37.780077,-122.510029,0,819,5.0
2025,Absinthe Brasserie & Bar,353bun0151fMbR3ut2d-nw,San Francisco,CA,French,37.77714,-122.42268,$$$,3226,4.0
2026,Hollywood Cafe,vVN_oVe6jvr4PCmXg_m9CA,San Francisco,CA,Breakfast & Brunch,37.8065799,-122.41584,$$,2052,4.5
2027,Scoma's Restaurant,jqEpBbf_qNfWuz_GBkwCjw,San Francisco,CA,Seafood,37.808944,-122.418462,$$$,3630,4.0
2028,Good Mong Kok Bakery,-sg6DqQNGyTMt0MHoY7diQ,San Francisco,CA,Bakeries,37.7954584839809,-122.408358365012,$,2522,4.0
2029,Wayfare Tavern,ykvr3ib1gHQHI4tznSn8iA,San Francisco,CA,American (Traditional),37.7939484886016,-122.402307987213,$$$,3820,4.0
2030,Garden Creamery,OvBC83vOK6vRw175vHiArg,San Francisco,CA,Ice Cream & Frozen Yogurt,37.7587301270631,-122.420380041003,$,776,4.5
2031,Farmhouse Kitchen Thai Cuisine,8kck3-K4zYKTJbJko0JlXQ,San Francisco,CA,Thai,37.7602179,-122.4110749,$$,2145,4.0
2032,Limoncello,2hGIxgprREdBieylltWaRQ,San Francisco,CA,Sandwiches,37.7873184067081,-122.423591369312,$$,777,5.0
2033,L’Ardoise Bistro,9yM20-7fj4LMrOO30nqkBw,San Francisco,CA,French,37.7665241,-122.4331385,$$$,1244,4.5
2034,Mr Holmes Bakehouse,9lX1QuC6GBj7WyKImHkRRw,San Francisco,CA,Bakeries,37.7875909362522,-122.418352626264,$$,2384,4.0
2035,Golden Bear Trading Company,b-ylC7pGKuh4yw6l1Q1k9g,San Francisco,CA,Grocery,37.7621609,-122.463128,$$,1161,4.5
2036,Blue Bottle Coffee,lNbKeOfCMTNkoihZHqrbrg,San Francisco,CA,Coffee & Tea,37.7824664727379,-122.407753326389,$$,2210,4.0
2037,Mr. and Mrs. Miscellaneous,YzA3ocJ0XvsTuD18qr2ctg,San Francisco,CA,Ice Cream & Frozen Yogurt,37.7578152,-122.3880343,$,1420,4.5
2038,Zanze's Cheesecake,8oT00ympYI-mQ8KEetQ63g,San Francisco,CA,Bakeries,37.72994,-122.46984,$$,968,4.5
2039,Pearl's Deluxe Burgers,TRBP1G1l8vZkjgfqdx96Cw,San Francisco,CA,Burgers,37.787823,-122.413699,$$,2151,4.0
2040,Philz Coffee,hWE2CDphzZ3nXlwv3Uk6Og,San Francisco,CA,Coffee & Tea,37.7756640166767,-122.39345180371,$,1398,4.5
2041,Crissy Field,MKqtBlDciknkwW0q_Xa-Ow,San Francisco,CA,Parks,37.8036602516771,-122.458308262209,0,770,5.0
2042,Frances,dMlsQsPU8Y_oiPYC5hHi2A,San Francisco,CA,American (New),37.7627220154927,-122.432276324008,$$$,1498,4.5
2043,Bourbon & Branch,aud84H-NpMx3opWPtLX-vg,San Francisco,CA,Cocktail Bars,37.78592,-122.41336,$$$,3062,4.0
2044,Palace Of Fine Arts,u3mX2Hkc0XoCgPxG6xRFkg,San Francisco,CA,Landmarks & Historical Buildings,37.802006,-122.448656,0,956,4.5
2045,Genki Crepes & Mini-Mart,83dXgt2nG98JJG2F7ai8AQ,San Francisco,CA,Desserts,37.78326,-122.46283,$,2191,4.0
2046,California Academy of Sciences,6PzyzeiWjJ0fPpuKZffn9g,San Francisco,CA,Museums,37.769816,-122.466041,0,3079,4.0
2047,Zero Zero,8skVQNkVBv90iiPtFeSpzw,San Francisco,CA,Pizza,37.78163,-122.40204,$$,3251,4.0
2048,Rosamunde Sausage Grill - Haight St,g9LSMqUK5dkUcmpgTnU-dQ,San Francisco,CA,Hot Dogs,37.77183,-122.43114,$,1604,4.5
2049,Marlowe,c0WpyZFR3EoEBKcoY2LZ3Q,San Francisco,CA,American (New),37.7783200510611,-122.396771288052,$$,2678,4.0
2050,Suppenküche,DGyoVB9PdI9_jw0CNi_OPg,San Francisco,CA,German,37.7762603759766,-122.426391601562,$$,3092,4.0
2051,Philz Coffee,akXf1BdFZjQb2fO8Ca7FtA,San Francisco,CA,Coffee & Tea,37.752397102831,-122.41426366546,$,1665,4.5
2052,Schubert's Bakery,DyXoC_NhJW0Xx5j_OPQRHQ,San Francisco,CA,Bakeries,37.78267,-122.46493,$$,1653,4.5
2053,Alcatraz Island,Y12NJdzfE-33OQtoHmomMw,San Francisco,CA,Museums,37.8269684873863,-122.422947920859,0,1667,4.5
2054,Golden Gate Park,KIVq5BlJKTipwtB3NATX0g,San Francisco,CA,Parks,37.770518,-122.479878,0,1167,4.5
2055,HRD,bUr4iq2mKKiBOu2HKynylg,San Francisco,CA,Korean,37.7811065758548,-122.395329724426,$$,2473,4.0
2056,Anthony's Cookies,PrlH7YcQ22m9DyuWbxJjMA,San Francisco,CA,Bakeries,37.7502,-122.42013,$,1654,4.5
2057,Arsicault Bakery,1U9_ZNruMLf4EL0pMoxb_w,San Francisco,CA,Bakeries,37.783429,-122.459307,$$,1089,4.5
2058,Marrakech Magic Theater,bqSZc4Xh2o253DZXr5QOmg,San Francisco,CA,Comedy Clubs,37.7859712382638,-122.411803969896,$$,903,5.0
2059,Swan Oyster Depot,eI0DpD2Xx8hFlk7eAdFCqQ,San Francisco,CA,Seafood,37.790939,-122.420796,$$,2709,4.0
2060,Marco Polo Italian Ice Cream,RrIduU6-SUNCanTEVF-hIQ,San Francisco,CA,Ice Cream & Frozen Yogurt,37.7426223,-122.481885,$,1431,4.5
2061,Anchor Oyster Bar,ZDvIMjJ-7I0561ckM4pAeA,San Francisco,CA,Seafood,37.759689,-122.434609,$$$,1471,4.5
2062,Shizen Vegan Sushi Bar & Izakaya,CYttYTEiQuhSfo3SEh79fA,San Francisco,CA,Sushi Bars,37.768314,-122.421642,$$,1498,4.5
2063,Chez Maman East,UTVDbZv-qiHU06sDkoel3g,San Francisco,CA,French,37.7624388911845,-122.396692272318,$$,2043,4.5
2064,Plow,A0AziPST4T6k-V3neWFRNA,San Francisco,CA,Breakfast & Brunch,37.762537673684,-122.39535099572,$$,2519,4.0
2065,Tacorea,u39mZEYojBiNic3lqKhPNw,San Francisco,CA,Mexican,37.7897794,-122.410717,$$,1585,4.5
2066,Tropisueno,_EncdQezAzcShATMFXL0dA,San Francisco,CA,Cocktail Bars,37.7853008468227,-122.403918653727,$$,4330,4.0
2067,Lou's Cafe,IJk76B-pTta_klpAZcpQdA,San Francisco,CA,Coffee & Tea,37.78045,-122.473308,$$,1462,4.5
2068,Limón Rotisserie,r7RwvYMwxDuK3u26fHbYDA,San Francisco,CA,Peruvian,37.7570514,-122.4164197,$$,3130,4.0
2069,Blue Bottle Coffee,EFefgQdk_19WxQXvVtwEog,San Francisco,CA,Coffee & Tea,37.77638,-122.423211,$$,1669,4.5
2070,Loló,1hMD7RQogPDWpE-p3LKjXA,San Francisco,CA,Tapas/Small Plates,37.7573462,-122.4214034,$$,2100,4.0
2071,Fort Funston,-fqw8aDcx1Sgjs-4u__Aiw,San Francisco,CA,Parks,37.714154842179,-122.500342737514,0,954,5.0
2072,Lolinda,wEpiKz--Z2b1q_FSCCNiow,San Francisco,CA,Steakhouses,37.756673,-122.4190868,$$$,1908,4.0
2073,Lands End Trail,yniMfk_yS1sk9dxPLDVchg,San Francisco,CA,Hiking,37.780077,-122.510029,0,819,5.0
2074,Absinthe Brasserie & Bar,353bun0151fMbR3ut2d-nw,San Francisco,CA,French,37.77714,-122.42268,$$$,3226,4.0
2075,Hollywood Cafe,vVN_oVe6jvr4PCmXg_m9CA,San Francisco,CA,Breakfast & Brunch,37.8065799,-122.41584,$$,2052,4.5
2076,Scoma's Restaurant,jqEpBbf_qNfWuz_GBkwCjw,San Francisco,CA,Seafood,37.808944,-122.418462,$$$,3630,4.0
2077,Good Mong Kok Bakery,-sg6DqQNGyTMt0MHoY7diQ,San Francisco,CA,Bakeries,37.7954584839809,-122.408358365012,$,2522,4.0
2078,Wayfare Tavern,ykvr3ib1gHQHI4tznSn8iA,San Francisco,CA,American (Traditional),37.7939484886016,-122.402307987213,$$$,3820,4.0
2079,Garden Creamery,OvBC83vOK6vRw175vHiArg,San Francisco,CA,Ice Cream & Frozen Yogurt,37.7587301270631,-122.420380041003,$,776,4.5
