,Business,Business ID,City,State,Category,Latitude,Longitude,Reviews
249,Cafe Habana,NOh24SMS6k4pzNv8Ds7KDg,New York,NY,Cuban,40.722998,-73.994171,3121
250,Central Park,xOw4aafJRji9XomGunlvcQ,New York,NY,Parks,40.782418740809,-73.9656022837641,2357
251,Los Tacos No.1,jnEv25Y2DosTq2sNnvmC9g,New York,NY,Tacos,40.7425547,-74.0060838,2811
252,Bibble & Sip,WHRHK3S1mQc3PmhwsGRvbw,New York,NY,Coffee & Tea,40.76282,-73.98518,4585
253,Burger & Lobster,UA2M9QFZghe-9th2KwLoWQ,New York,NY,Seafood,40.74007,-73.99344,5268
254,Best Bagel & Coffee,j1S3NUrkB3BVT49n_e76NQ,New York,NY,Bagels,40.7522683,-73.9910861,3067
255,Gramercy Tavern,veq1Bl1DW3UWMekZJUsG1Q,New York,NY,American (New),40.738527,-73.988417,2816
256,LoveMama,jjJc_CrkB2HodEinB6cWww,New York,NY,Thai,40.7303859,-73.9860613,4543
257,Prince Street Pizza,zj8Lq1T8KIC5zwFief15jg,New York,NY,Pizza,40.7229087705545,-73.9944863319397,3112
258,The High Line,JION8hhg7q6zyayHYwhxIw,New York,NY,Parks,40.7479831752801,-74.0048906107511,2298
259,Doughnut Plant,lWOkeS-wV4no8qqA9OwwEg,New York,NY,Donuts,40.7163944930004,-73.9886098620298,3173
260,Peter Luger,4yPqqJDJOQX69gC66YUDkA,Brooklyn,NY,Steakhouses,40.709945,-73.962478,5527
261,National September 11 Memorial Museum,kViIWJFfAfWPpJOwAXBKGA,New York,NY,Museums,40.71144,-74.01301,1369
262,Thai Villa,B3_K2kUVbYOU0VaLcj_LTw,New York,NY,Thai,40.73902,-73.99065,2873
263,Shake Shack,FEVQpbOPOwAPNIgO7D3xxw,New York,NY,Burgers,40.7414000197233,-73.98815019045,5550
264,Clinton Street Baking Company,nU4XBdvxDABXqZ6CnB8Dig,New York,NY,Bakeries,40.721128,-73.983933,4844
265,Le Bernardin,vRrVSB-LegwUwIxpkeRVtQ,New York,NY,French,40.761557,-73.981763,2453
266,Two Little Red Hens,UGECJrPSWy0n7PXykBBWAQ,New York,NY,Bakeries,40.777528,-73.9517869,2506
267,Brooklyn Bridge,mvn2XFJfIPNAlvsy-arzkA,Brooklyn,NY,Landmarks & Historical Buildings,40.7059677364821,-73.9966657489186,1323
268,Taiyaki NYC,vk7W3_sQwr7eZbRFsXv6rw,New York,NY,Ice Cream & Frozen Yogurt,40.71789,-73.9988,2756
269,Dominique Ansel Bakery,ga6sRtE0l85iftw_5-W84Q,New York,NY,Bakeries,40.72522,-74.00291,4311
270,Buddakan,nI1UYDCYUTt23TpGxqnLKg,New York,NY,Chinese,40.7422762672197,-74.0048000961542,3859
271,Juliana's Pizza,ysqgdbSrezXgVwER2kQWKA,Brooklyn,NY,Pizza,40.7026153030093,-73.9934159993549,2078
272,Amélie,ETgJqJHV7BW6pIr9Ox74sA,New York,NY,French,40.7327,-73.99766,2560
273,Russ & Daughters,VrCCr45dhN-RRM107iptdg,New York,NY,Bagels,40.722589,-73.9882828294139,2089
274,Joe's Shanghai,0CjK3esfpFcxIopebzjFxA,New York,NY,Shanghainese,40.7146691442891,-73.9977602206654,5939
275,Club A Steakhouse,A_YpTLbAlEqeLVSs9bxbEA,New York,NY,Steakhouses,40.76006,-73.96557,2675
276,Jacob's Pickles,xt4sa64WOrpJvZBDPNPNYg,New York,NY,Comfort Food,40.7866504411994,-73.9755284786224,3887
277,Eataly NYC Flatiron,a0IET3_yCFcO36OqGSsisg,New York,NY,Italian,40.74195877796,-73.989716662832,5374
278,Chinatown Ice Cream Factory,o6q3jm-dU5A6nV3r2lBg9A,New York,NY,Ice Cream & Frozen Yogurt,40.715452,-73.99818,2675
279,Totto Ramen,QbAfrOxbuYKU248SDXHZEQ,New York,NY,Ramen,40.76444,-73.98759,5343
280,Lombardi's Pizza,WIhm0W9197f_rRtDziq5qQ,New York,NY,Pizza,40.7215934960083,-73.9955956044561,5964
281,Eleven Madison Park,nRO136GRieGtxz18uD61DA,New York,NY,American (New),40.7416907417333,-73.9872074872255,2087
282,Ippudo Westside,TN4RnyqHMSupRFot4Q-_EA,New York,NY,Ramen,40.76344,-73.98661,3568
283,Del Frisco's Double Eagle Steakhouse,b8a-8u_A51v2IzyjLVsx6w,New York,NY,Steakhouses,40.759412,-73.982221,2864
284,Spot Dessert Bar,ikazsJps1k-Br2FbunwCtg,New York,NY,Desserts,40.72939,-73.98892,2871
285,Los Tacos No.1,SULHf6nGQ8sK0UpG1XU30w,New York,NY,Tacos,40.7575067,-73.9877717,1462
286,Upstate,ehUuSk5gPTCQmwS_ubgKRA,New York,NY,Seafood,40.7263139141197,-73.9864901976935,1782
287,Dough,P58WuRP1AGD9ruE2bZ2urw,Brooklyn,NY,Donuts,40.6890699083996,-73.9571077502625,1708
288,Grand Central Terminal,8HkB3JfIj7_g-MN5ujoRig,New York,NY,Landmarks & Historical Buildings,40.752793,-73.977165,1359
289,Caracas Arepa Bar,iBm8YTqNwrddsxWdqLPK-A,New York,NY,Venezuelan,40.7269655,-73.9854223,2538
290,ABC Kitchen,dMhRafXdr765DHe0k-QfaQ,New York,NY,American (New),40.738085,-73.989472,2919
291,Rice To Riches,HxC2ZN010NxAFwjTqUVpzw,New York,NY,Desserts,40.721845,-73.995802,2970
292,Traif,qLLxS7RwNEjP_jq_KQrPfA,Brooklyn,NY,American (New),40.710658,-73.958872,1831
293,Molly's Cupcakes,Hs1TH_4FpyzbX6_J5r1XXg,New York,NY,Bakeries,40.73014,-74.00248,1623
294,Angel's Share,ZD22cMZvSmfNsXS9vKizGA,New York,NY,Cocktail Bars,40.7297097529882,-73.9891492245369,2061
295,Morimoto,t1w4qyqyfEdTPhoy-5t3FA,New York,NY,Japanese,40.74332,-74.00713,2988
296,Up Thai,-OixbLnFLCzQclxCSbUQ8w,New York,NY,Thai,40.7698275926665,-73.9576330868512,2120
297,Per Se,1DfbZ0VsSCg9g1KILmnvzQ,New York,NY,French,40.7681528889558,-73.9827629623657,1599
298,Cafe Habana,NOh24SMS6k4pzNv8Ds7KDg,New York,NY,Cuban,40.722998,-73.994171,3121
299,Junior's Restaurant & Bakery - 45th St.,U5hCNNyJmb7f3dmC1HTzSQ,New York,NY,Bakeries,40.7582662685627,-73.98654,4362
300,Los Tacos No.1,jnEv25Y2DosTq2sNnvmC9g,New York,NY,Tacos,40.7425547,-74.0060838,2811
301,Bibble & Sip,WHRHK3S1mQc3PmhwsGRvbw,New York,NY,Coffee & Tea,40.76282,-73.98518,4585
302,Burger & Lobster,UA2M9QFZghe-9th2KwLoWQ,New York,NY,Seafood,40.74007,-73.99344,5268
303,Best Bagel & Coffee,j1S3NUrkB3BVT49n_e76NQ,New York,NY,Bagels,40.7522683,-73.9910861,3067
304,Gramercy Tavern,veq1Bl1DW3UWMekZJUsG1Q,New York,NY,American (New),40.738527,-73.988417,2816
305,LoveMama,jjJc_CrkB2HodEinB6cWww,New York,NY,Thai,40.7303859,-73.9860613,4543
306,Prince Street Pizza,zj8Lq1T8KIC5zwFief15jg,New York,NY,Pizza,40.7229087705545,-73.9944863319397,3112
307,The High Line,JION8hhg7q6zyayHYwhxIw,New York,NY,Parks,40.7479831752801,-74.0048906107511,2298
308,Doughnut Plant,lWOkeS-wV4no8qqA9OwwEg,New York,NY,Donuts,40.7163944930004,-73.9886098620298,3173
309,Peter Luger,4yPqqJDJOQX69gC66YUDkA,Brooklyn,NY,Steakhouses,40.709945,-73.962478,5527
310,National September 11 Memorial Museum,kViIWJFfAfWPpJOwAXBKGA,New York,NY,Museums,40.71144,-74.01301,1369
311,Thai Villa,B3_K2kUVbYOU0VaLcj_LTw,New York,NY,Thai,40.73902,-73.99065,2873
312,Shake Shack,FEVQpbOPOwAPNIgO7D3xxw,New York,NY,Burgers,40.7414000197233,-73.98815019045,5550
313,Clinton Street Baking Company,nU4XBdvxDABXqZ6CnB8Dig,New York,NY,Bakeries,40.721128,-73.983933,4844
314,Le Bernardin,vRrVSB-LegwUwIxpkeRVtQ,New York,NY,French,40.761557,-73.981763,2453
315,Two Little Red Hens,UGECJrPSWy0n7PXykBBWAQ,New York,NY,Bakeries,40.777528,-73.9517869,2506
316,Brooklyn Bridge,mvn2XFJfIPNAlvsy-arzkA,Brooklyn,NY,Landmarks & Historical Buildings,40.7059677364821,-73.9966657489186,1323
317,Taiyaki NYC,vk7W3_sQwr7eZbRFsXv6rw,New York,NY,Ice Cream & Frozen Yogurt,40.71789,-73.9988,2756
318,Dominique Ansel Bakery,ga6sRtE0l85iftw_5-W84Q,New York,NY,Bakeries,40.72522,-74.00291,4311
319,Buddakan,nI1UYDCYUTt23TpGxqnLKg,New York,NY,Chinese,40.7422762672197,-74.0048000961542,3859
320,Juliana's Pizza,ysqgdbSrezXgVwER2kQWKA,Brooklyn,NY,Pizza,40.7026153030093,-73.9934159993549,2078
321,Amélie,ETgJqJHV7BW6pIr9Ox74sA,New York,NY,French,40.7327,-73.99766,2560
322,Russ & Daughters,VrCCr45dhN-RRM107iptdg,New York,NY,Bagels,40.722589,-73.9882828294139,2089
323,Joe's Shanghai,0CjK3esfpFcxIopebzjFxA,New York,NY,Shanghainese,40.7146691442891,-73.9977602206654,5939
324,Club A Steakhouse,A_YpTLbAlEqeLVSs9bxbEA,New York,NY,Steakhouses,40.76006,-73.96557,2675
325,Jacob's Pickles,xt4sa64WOrpJvZBDPNPNYg,New York,NY,Comfort Food,40.7866504411994,-73.9755284786224,3887
326,Eataly NYC Flatiron,a0IET3_yCFcO36OqGSsisg,New York,NY,Italian,40.74195877796,-73.989716662832,5374
327,Chinatown Ice Cream Factory,o6q3jm-dU5A6nV3r2lBg9A,New York,NY,Ice Cream & Frozen Yogurt,40.715452,-73.99818,2675
328,Totto Ramen,QbAfrOxbuYKU248SDXHZEQ,New York,NY,Ramen,40.76444,-73.98759,5343
329,Lombardi's Pizza,WIhm0W9197f_rRtDziq5qQ,New York,NY,Pizza,40.7215934960083,-73.9955956044561,5964
330,Eleven Madison Park,nRO136GRieGtxz18uD61DA,New York,NY,American (New),40.7416907417333,-73.9872074872255,2087
331,Ippudo Westside,TN4RnyqHMSupRFot4Q-_EA,New York,NY,Ramen,40.76344,-73.98661,3568
332,Del Frisco's Double Eagle Steakhouse,b8a-8u_A51v2IzyjLVsx6w,New York,NY,Steakhouses,40.759412,-73.982221,2864
333,Spot Dessert Bar,ikazsJps1k-Br2FbunwCtg,New York,NY,Desserts,40.72939,-73.98892,2871
334,Los Tacos No.1,SULHf6nGQ8sK0UpG1XU30w,New York,NY,Tacos,40.7575067,-73.9877717,1462
335,Upstate,ehUuSk5gPTCQmwS_ubgKRA,New York,NY,Seafood,40.7263139141197,-73.9864901976935,1782
336,Dough,P58WuRP1AGD9ruE2bZ2urw,Brooklyn,NY,Donuts,40.6890699083996,-73.9571077502625,1708
337,Grand Central Terminal,8HkB3JfIj7_g-MN5ujoRig,New York,NY,Landmarks & Historical Buildings,40.752793,-73.977165,1359
338,Caracas Arepa Bar,iBm8YTqNwrddsxWdqLPK-A,New York,NY,Venezuelan,40.7269655,-73.9854223,2538
339,ABC Kitchen,dMhRafXdr765DHe0k-QfaQ,New York,NY,American (New),40.738085,-73.989472,2919
340,Rice To Riches,HxC2ZN010NxAFwjTqUVpzw,New York,NY,Desserts,40.721845,-73.995802,2970
341,Traif,qLLxS7RwNEjP_jq_KQrPfA,Brooklyn,NY,American (New),40.710658,-73.958872,1831
342,Molly's Cupcakes,Hs1TH_4FpyzbX6_J5r1XXg,New York,NY,Bakeries,40.73014,-74.00248,1623
343,Angel's Share,ZD22cMZvSmfNsXS9vKizGA,New York,NY,Cocktail Bars,40.7297097529882,-73.9891492245369,2061
344,Morimoto,t1w4qyqyfEdTPhoy-5t3FA,New York,NY,Japanese,40.74332,-74.00713,2988
345,Up Thai,-OixbLnFLCzQclxCSbUQ8w,New York,NY,Thai,40.7698275926665,-73.9576330868512,2120
346,Per Se,1DfbZ0VsSCg9g1KILmnvzQ,New York,NY,French,40.7681528889558,-73.9827629623657,1599
347,Cafe Habana,NOh24SMS6k4pzNv8Ds7KDg,New York,NY,Cuban,40.722998,-73.994171,3121
348,Junior's Restaurant & Bakery - 45th St.,U5hCNNyJmb7f3dmC1HTzSQ,New York,NY,Bakeries,40.7582662685627,-73.98654,4362
349,Daniel,DZaN3bNWfwcm__sNw5bvDg,New York,NY,French,40.7667736797858,-73.967607,1548
350,Bibble & Sip,WHRHK3S1mQc3PmhwsGRvbw,New York,NY,Coffee & Tea,40.76282,-73.98518,4585
351,Burger & Lobster,UA2M9QFZghe-9th2KwLoWQ,New York,NY,Seafood,40.74007,-73.99344,5268
352,Best Bagel & Coffee,j1S3NUrkB3BVT49n_e76NQ,New York,NY,Bagels,40.7522683,-73.9910861,3067
353,Gramercy Tavern,veq1Bl1DW3UWMekZJUsG1Q,New York,NY,American (New),40.738527,-73.988417,2816
354,LoveMama,jjJc_CrkB2HodEinB6cWww,New York,NY,Thai,40.7303859,-73.9860613,4543
355,Prince Street Pizza,zj8Lq1T8KIC5zwFief15jg,New York,NY,Pizza,40.7229087705545,-73.9944863319397,3112
356,The High Line,JION8hhg7q6zyayHYwhxIw,New York,NY,Parks,40.7479831752801,-74.0048906107511,2298
357,Doughnut Plant,lWOkeS-wV4no8qqA9OwwEg,New York,NY,Donuts,40.7163944930004,-73.9886098620298,3173
358,Peter Luger,4yPqqJDJOQX69gC66YUDkA,Brooklyn,NY,Steakhouses,40.709945,-73.962478,5527
359,National September 11 Memorial Museum,kViIWJFfAfWPpJOwAXBKGA,New York,NY,Museums,40.71144,-74.01301,1369
360,Thai Villa,B3_K2kUVbYOU0VaLcj_LTw,New York,NY,Thai,40.73902,-73.99065,2873
361,Shake Shack,FEVQpbOPOwAPNIgO7D3xxw,New York,NY,Burgers,40.7414000197233,-73.98815019045,5550
362,Clinton Street Baking Company,nU4XBdvxDABXqZ6CnB8Dig,New York,NY,Bakeries,40.721128,-73.983933,4844
363,Le Bernardin,vRrVSB-LegwUwIxpkeRVtQ,New York,NY,French,40.761557,-73.981763,2453
364,Two Little Red Hens,UGECJrPSWy0n7PXykBBWAQ,New York,NY,Bakeries,40.777528,-73.9517869,2506
365,Brooklyn Bridge,mvn2XFJfIPNAlvsy-arzkA,Brooklyn,NY,Landmarks & Historical Buildings,40.7059677364821,-73.9966657489186,1323
366,Taiyaki NYC,vk7W3_sQwr7eZbRFsXv6rw,New York,NY,Ice Cream & Frozen Yogurt,40.71789,-73.9988,2756
367,Dominique Ansel Bakery,ga6sRtE0l85iftw_5-W84Q,New York,NY,Bakeries,40.72522,-74.00291,4311
368,Buddakan,nI1UYDCYUTt23TpGxqnLKg,New York,NY,Chinese,40.7422762672197,-74.0048000961542,3859
369,Juliana's Pizza,ysqgdbSrezXgVwER2kQWKA,Brooklyn,NY,Pizza,40.7026153030093,-73.9934159993549,2078
370,Amélie,ETgJqJHV7BW6pIr9Ox74sA,New York,NY,French,40.7327,-73.99766,2560
371,Russ & Daughters,VrCCr45dhN-RRM107iptdg,New York,NY,Bagels,40.722589,-73.9882828294139,2089
372,Joe's Shanghai,0CjK3esfpFcxIopebzjFxA,New York,NY,Shanghainese,40.7146691442891,-73.9977602206654,5939
373,Club A Steakhouse,A_YpTLbAlEqeLVSs9bxbEA,New York,NY,Steakhouses,40.76006,-73.96557,2675
374,Jacob's Pickles,xt4sa64WOrpJvZBDPNPNYg,New York,NY,Comfort Food,40.7866504411994,-73.9755284786224,3887
375,Eataly NYC Flatiron,a0IET3_yCFcO36OqGSsisg,New York,NY,Italian,40.74195877796,-73.989716662832,5374
376,Chinatown Ice Cream Factory,o6q3jm-dU5A6nV3r2lBg9A,New York,NY,Ice Cream & Frozen Yogurt,40.715452,-73.99818,2675
377,Totto Ramen,QbAfrOxbuYKU248SDXHZEQ,New York,NY,Ramen,40.76444,-73.98759,5343
378,Lombardi's Pizza,WIhm0W9197f_rRtDziq5qQ,New York,NY,Pizza,40.7215934960083,-73.9955956044561,5964
379,Eleven Madison Park,nRO136GRieGtxz18uD61DA,New York,NY,American (New),40.7416907417333,-73.9872074872255,2087
380,Ippudo Westside,TN4RnyqHMSupRFot4Q-_EA,New York,NY,Ramen,40.76344,-73.98661,3568
381,Del Frisco's Double Eagle Steakhouse,b8a-8u_A51v2IzyjLVsx6w,New York,NY,Steakhouses,40.759412,-73.982221,2864
382,Spot Dessert Bar,ikazsJps1k-Br2FbunwCtg,New York,NY,Desserts,40.72939,-73.98892,2871
383,Los Tacos No.1,SULHf6nGQ8sK0UpG1XU30w,New York,NY,Tacos,40.7575067,-73.9877717,1462
384,Upstate,ehUuSk5gPTCQmwS_ubgKRA,New York,NY,Seafood,40.7263139141197,-73.9864901976935,1782
385,Dough,P58WuRP1AGD9ruE2bZ2urw,Brooklyn,NY,Donuts,40.6890699083996,-73.9571077502625,1708
386,Grand Central Terminal,8HkB3JfIj7_g-MN5ujoRig,New York,NY,Landmarks & Historical Buildings,40.752793,-73.977165,1359
387,Caracas Arepa Bar,iBm8YTqNwrddsxWdqLPK-A,New York,NY,Venezuelan,40.7269655,-73.9854223,2538
388,ABC Kitchen,dMhRafXdr765DHe0k-QfaQ,New York,NY,American (New),40.738085,-73.989472,2919
389,Rice To Riches,HxC2ZN010NxAFwjTqUVpzw,New York,NY,Desserts,40.721845,-73.995802,2970
390,Traif,qLLxS7RwNEjP_jq_KQrPfA,Brooklyn,NY,American (New),40.710658,-73.958872,1831
391,Molly's Cupcakes,Hs1TH_4FpyzbX6_J5r1XXg,New York,NY,Bakeries,40.73014,-74.00248,1623
392,Angel's Share,ZD22cMZvSmfNsXS9vKizGA,New York,NY,Cocktail Bars,40.7297097529882,-73.9891492245369,2061
393,Morimoto,t1w4qyqyfEdTPhoy-5t3FA,New York,NY,Japanese,40.74332,-74.00713,2988
394,Up Thai,-OixbLnFLCzQclxCSbUQ8w,New York,NY,Thai,40.7698275926665,-73.9576330868512,2120
395,Per Se,1DfbZ0VsSCg9g1KILmnvzQ,New York,NY,French,40.7681528889558,-73.9827629623657,1599
396,Cafe Habana,NOh24SMS6k4pzNv8Ds7KDg,New York,NY,Cuban,40.722998,-73.994171,3121
397,Junior's Restaurant & Bakery - 45th St.,U5hCNNyJmb7f3dmC1HTzSQ,New York,NY,Bakeries,40.7582662685627,-73.98654,4362
398,Daniel,DZaN3bNWfwcm__sNw5bvDg,New York,NY,French,40.7667736797858,-73.967607,1548
399,Mamoun's Falafel,L-IuiVoFMDSw2K6OAciP1g,New York,NY,Middle Eastern,40.7302874,-74.0004383,2344
400,Burger & Lobster,UA2M9QFZghe-9th2KwLoWQ,New York,NY,Seafood,40.74007,-73.99344,5268
401,Best Bagel & Coffee,j1S3NUrkB3BVT49n_e76NQ,New York,NY,Bagels,40.7522683,-73.9910861,3067
402,Gramercy Tavern,veq1Bl1DW3UWMekZJUsG1Q,New York,NY,American (New),40.738527,-73.988417,2816
403,LoveMama,jjJc_CrkB2HodEinB6cWww,New York,NY,Thai,40.7303859,-73.9860613,4543
404,Prince Street Pizza,zj8Lq1T8KIC5zwFief15jg,New York,NY,Pizza,40.7229087705545,-73.9944863319397,3112
405,The High Line,JION8hhg7q6zyayHYwhxIw,New York,NY,Parks,40.7479831752801,-74.0048906107511,2298
406,Doughnut Plant,lWOkeS-wV4no8qqA9OwwEg,New York,NY,Donuts,40.7163944930004,-73.9886098620298,3173
407,Peter Luger,4yPqqJDJOQX69gC66YUDkA,Brooklyn,NY,Steakhouses,40.709945,-73.962478,5527
408,National September 11 Memorial Museum,kViIWJFfAfWPpJOwAXBKGA,New York,NY,Museums,40.71144,-74.01301,1369
409,Thai Villa,B3_K2kUVbYOU0VaLcj_LTw,New York,NY,Thai,40.73902,-73.99065,2873
410,Shake Shack,FEVQpbOPOwAPNIgO7D3xxw,New York,NY,Burgers,40.7414000197233,-73.98815019045,5550
411,Clinton Street Baking Company,nU4XBdvxDABXqZ6CnB8Dig,New York,NY,Bakeries,40.721128,-73.983933,4844
412,Le Bernardin,vRrVSB-LegwUwIxpkeRVtQ,New York,NY,French,40.761557,-73.981763,2453
413,Two Little Red Hens,UGECJrPSWy0n7PXykBBWAQ,New York,NY,Bakeries,40.777528,-73.9517869,2506
414,Brooklyn Bridge,mvn2XFJfIPNAlvsy-arzkA,Brooklyn,NY,Landmarks & Historical Buildings,40.7059677364821,-73.9966657489186,1323
415,Taiyaki NYC,vk7W3_sQwr7eZbRFsXv6rw,New York,NY,Ice Cream & Frozen Yogurt,40.71789,-73.9988,2756
416,Dominique Ansel Bakery,ga6sRtE0l85iftw_5-W84Q,New York,NY,Bakeries,40.72522,-74.00291,4311
417,Buddakan,nI1UYDCYUTt23TpGxqnLKg,New York,NY,Chinese,40.7422762672197,-74.0048000961542,3859
418,Juliana's Pizza,ysqgdbSrezXgVwER2kQWKA,Brooklyn,NY,Pizza,40.7026153030093,-73.9934159993549,2078
419,Amélie,ETgJqJHV7BW6pIr9Ox74sA,New York,NY,French,40.7327,-73.99766,2560
420,Russ & Daughters,VrCCr45dhN-RRM107iptdg,New York,NY,Bagels,40.722589,-73.9882828294139,2089
421,Joe's Shanghai,0CjK3esfpFcxIopebzjFxA,New York,NY,Shanghainese,40.7146691442891,-73.9977602206654,5939
422,Club A Steakhouse,A_YpTLbAlEqeLVSs9bxbEA,New York,NY,Steakhouses,40.76006,-73.96557,2675
423,Jacob's Pickles,xt4sa64WOrpJvZBDPNPNYg,New York,NY,Comfort Food,40.7866504411994,-73.9755284786224,3887
424,Eataly NYC Flatiron,a0IET3_yCFcO36OqGSsisg,New York,NY,Italian,40.74195877796,-73.989716662832,5374
425,Chinatown Ice Cream Factory,o6q3jm-dU5A6nV3r2lBg9A,New York,NY,Ice Cream & Frozen Yogurt,40.715452,-73.99818,2675
426,Totto Ramen,QbAfrOxbuYKU248SDXHZEQ,New York,NY,Ramen,40.76444,-73.98759,5343
427,Lombardi's Pizza,WIhm0W9197f_rRtDziq5qQ,New York,NY,Pizza,40.7215934960083,-73.9955956044561,5964
428,Eleven Madison Park,nRO136GRieGtxz18uD61DA,New York,NY,American (New),40.7416907417333,-73.9872074872255,2087
429,Ippudo Westside,TN4RnyqHMSupRFot4Q-_EA,New York,NY,Ramen,40.76344,-73.98661,3568
430,Del Frisco's Double Eagle Steakhouse,b8a-8u_A51v2IzyjLVsx6w,New York,NY,Steakhouses,40.759412,-73.982221,2864
431,Spot Dessert Bar,ikazsJps1k-Br2FbunwCtg,New York,NY,Desserts,40.72939,-73.98892,2871
432,Los Tacos No.1,SULHf6nGQ8sK0UpG1XU30w,New York,NY,Tacos,40.7575067,-73.9877717,1462
433,Upstate,ehUuSk5gPTCQmwS_ubgKRA,New York,NY,Seafood,40.7263139141197,-73.9864901976935,1782
434,Dough,P58WuRP1AGD9ruE2bZ2urw,Brooklyn,NY,Donuts,40.6890699083996,-73.9571077502625,1708
435,Grand Central Terminal,8HkB3JfIj7_g-MN5ujoRig,New York,NY,Landmarks & Historical Buildings,40.752793,-73.977165,1359
436,Caracas Arepa Bar,iBm8YTqNwrddsxWdqLPK-A,New York,NY,Venezuelan,40.7269655,-73.9854223,2538
437,ABC Kitchen,dMhRafXdr765DHe0k-QfaQ,New York,NY,American (New),40.738085,-73.989472,2919
438,Rice To Riches,HxC2ZN010NxAFwjTqUVpzw,New York,NY,Desserts,40.721845,-73.995802,2970
439,Traif,qLLxS7RwNEjP_jq_KQrPfA,Brooklyn,NY,American (New),40.710658,-73.958872,1831
440,Molly's Cupcakes,Hs1TH_4FpyzbX6_J5r1XXg,New York,NY,Bakeries,40.73014,-74.00248,1623
441,Angel's Share,ZD22cMZvSmfNsXS9vKizGA,New York,NY,Cocktail Bars,40.7297097529882,-73.9891492245369,2061
442,Morimoto,t1w4qyqyfEdTPhoy-5t3FA,New York,NY,Japanese,40.74332,-74.00713,2988
443,Up Thai,-OixbLnFLCzQclxCSbUQ8w,New York,NY,Thai,40.7698275926665,-73.9576330868512,2120
444,Per Se,1DfbZ0VsSCg9g1KILmnvzQ,New York,NY,French,40.7681528889558,-73.9827629623657,1599
445,Cafe Habana,NOh24SMS6k4pzNv8Ds7KDg,New York,NY,Cuban,40.722998,-73.994171,3121
446,Junior's Restaurant & Bakery - 45th St.,U5hCNNyJmb7f3dmC1HTzSQ,New York,NY,Bakeries,40.7582662685627,-73.98654,4362
447,Daniel,DZaN3bNWfwcm__sNw5bvDg,New York,NY,French,40.7667736797858,-73.967607,1548
448,Mamoun's Falafel,L-IuiVoFMDSw2K6OAciP1g,New York,NY,Middle Eastern,40.7302874,-74.0004383,2344
449,L'Artusi,rp8S7scxOkVVeG7dNneMGQ,New York,NY,Italian,40.733714,-74.005068,1750
450,Best Bagel & Coffee,j1S3NUrkB3BVT49n_e76NQ,New York,NY,Bagels,40.7522683,-73.9910861,3067
451,Gramercy Tavern,veq1Bl1DW3UWMekZJUsG1Q,New York,NY,American (New),40.738527,-73.988417,2816
452,LoveMama,jjJc_CrkB2HodEinB6cWww,New York,NY,Thai,40.7303859,-73.9860613,4543
453,Prince Street Pizza,zj8Lq1T8KIC5zwFief15jg,New York,NY,Pizza,40.7229087705545,-73.9944863319397,3112
454,The High Line,JION8hhg7q6zyayHYwhxIw,New York,NY,Parks,40.7479831752801,-74.0048906107511,2298
455,Doughnut Plant,lWOkeS-wV4no8qqA9OwwEg,New York,NY,Donuts,40.7163944930004,-73.9886098620298,3173
456,Peter Luger,4yPqqJDJOQX69gC66YUDkA,Brooklyn,NY,Steakhouses,40.709945,-73.962478,5527
457,National September 11 Memorial Museum,kViIWJFfAfWPpJOwAXBKGA,New York,NY,Museums,40.71144,-74.01301,1369
458,Thai Villa,B3_K2kUVbYOU0VaLcj_LTw,New York,NY,Thai,40.73902,-73.99065,2873
459,Shake Shack,FEVQpbOPOwAPNIgO7D3xxw,New York,NY,Burgers,40.7414000197233,-73.98815019045,5550
460,Clinton Street Baking Company,nU4XBdvxDABXqZ6CnB8Dig,New York,NY,Bakeries,40.721128,-73.983933,4844
461,Le Bernardin,vRrVSB-LegwUwIxpkeRVtQ,New York,NY,French,40.761557,-73.981763,2453
462,Two Little Red Hens,UGECJrPSWy0n7PXykBBWAQ,New York,NY,Bakeries,40.777528,-73.9517869,2506
463,Brooklyn Bridge,mvn2XFJfIPNAlvsy-arzkA,Brooklyn,NY,Landmarks & Historical Buildings,40.7059677364821,-73.9966657489186,1323
464,Taiyaki NYC,vk7W3_sQwr7eZbRFsXv6rw,New York,NY,Ice Cream & Frozen Yogurt,40.71789,-73.9988,2756
465,Dominique Ansel Bakery,ga6sRtE0l85iftw_5-W84Q,New York,NY,Bakeries,40.72522,-74.00291,4311
466,Buddakan,nI1UYDCYUTt23TpGxqnLKg,New York,NY,Chinese,40.7422762672197,-74.0048000961542,3859
467,Juliana's Pizza,ysqgdbSrezXgVwER2kQWKA,Brooklyn,NY,Pizza,40.7026153030093,-73.9934159993549,2078
468,Amélie,ETgJqJHV7BW6pIr9Ox74sA,New York,NY,French,40.7327,-73.99766,2560
469,Russ & Daughters,VrCCr45dhN-RRM107iptdg,New York,NY,Bagels,40.722589,-73.9882828294139,2089
470,Joe's Shanghai,0CjK3esfpFcxIopebzjFxA,New York,NY,Shanghainese,40.7146691442891,-73.9977602206654,5939
471,Club A Steakhouse,A_YpTLbAlEqeLVSs9bxbEA,New York,NY,Steakhouses,40.76006,-73.96557,2675
472,Jacob's Pickles,xt4sa64WOrpJvZBDPNPNYg,New York,NY,Comfort Food,40.7866504411994,-73.9755284786224,3887
473,Eataly NYC Flatiron,a0IET3_yCFcO36OqGSsisg,New York,NY,Italian,40.74195877796,-73.989716662832,5374
